soil_type,soil_pH,temperature,humidity,organic_carbon,sodium,potassium,nitrogen,phosphorus,Soil_Quality,Disease,soil_type_encoded,Disease_encoded
Ferrugineux tropicaux,5.9,32.3,33.5,0.47,133.6,139.8,23.5,25.2,Faible,Fusariose,1,2
Graveleux,6.0,35.8,29.6,0.17,61.5,192.3,19.3,25.9,Faible,Fusariose,2,2
Sableux,6.0,35.3,32.0,0.31,99.3,86.5,32.3,21.3,Faible,Fusariose,5,2
Limoneux,6.6,29.2,49.6,0.94,103.8,173.8,38.4,20.0,Moyenne,Charcoal Rot,4,1
Sableux,5.6,36.6,34.2,0.33,83.6,81.2,21.8,5.6,Faible,Fusariose,5,2
Hydromorphes,6.6,26.4,54.9,1.07,79.0,119.3,20.8,21.6,Moyenne,Charcoal Rot,3,1
Graveleux,5.4,36.6,17.7,0.24,90.2,122.1,20.6,8.7,Faible,Charcoal Rot,2,1
Hydromorphes,6.8,27.6,66.8,1.28,125.2,140.4,20.5,18.1,Moyenne,Nématodose,3,3
Hydromorphes,6.4,27.3,56.0,1.18,116.7,149.5,19.6,29.5,Moyenne,Nématodose,3,3
Sableux,6.2,33.8,32.5,0.28,60.2,113.8,13.5,26.4,Faible,Fusariose,5,2
Ferrugineux tropicaux,5.5,34.3,34.7,0.36,86.3,165.8,35.8,18.7,Faible,Fusariose,1,2
Ferrugineux tropicaux,5.6,34.1,38.5,0.36,132.1,93.0,37.5,7.7,Faible,Charcoal Rot,1,1
Ferrugineux tropicaux,5.6,32.6,35.2,0.41,100.0,156.7,26.0,27.6,Faible,Nématodose,1,3
Sableux,5.6,33.4,22.6,0.31,89.0,87.5,19.3,22.5,Faible,Sclérotiniose,5,4
Hydromorphes,6.2,25.6,62.5,1.24,147.7,97.9,18.3,12.4,Moyenne,Nématodose,3,3
Hydromorphes,6.6,27.2,50.7,1.2,93.6,179.0,20.4,23.0,Moyenne,Charcoal Rot,3,1
Ferrugineux tropicaux,5.6,34.5,22.8,0.46,70.1,76.2,15.7,9.8,Faible,Fusariose,1,2
Graveleux,5.9,36.4,17.3,0.23,65.2,127.5,24.3,22.6,Faible,Nématodose,2,3
Limoneux,7.2,29.5,50.1,0.9,145.2,87.2,27.9,14.5,Moyenne,Anthracnose,4,0
Ferrugineux tropicaux,5.5,35.8,30.7,0.45,114.4,133.6,39.0,23.2,Faible,Nématodose,1,3
Hydromorphes,6.1,27.0,55.5,1.02,135.7,118.1,10.3,11.7,Moyenne,Nématodose,3,3
Argilo-sableux,6.5,29.0,39.5,0.68,101.7,98.7,12.8,20.5,Moyenne,Charcoal Rot,0,1
Graveleux,5.5,38.7,23.5,0.19,113.1,96.8,11.8,26.9,Faible,Sclérotiniose,2,4
Sableux,6.1,33.3,27.1,0.21,144.7,122.3,36.2,21.9,Faible,Sclérotiniose,5,4
Ferrugineux tropicaux,5.3,36.0,27.3,0.41,86.5,125.2,38.0,26.1,Faible,Sclérotiniose,1,4
Limoneux,6.9,31.0,45.9,1.09,137.8,116.7,32.2,7.0,Élevée,Nématodose,4,3
Limoneux,6.7,29.7,41.9,0.95,66.2,70.9,30.2,23.9,Moyenne,Sclérotiniose,4,4
Argilo-sableux,6.7,31.2,35.4,0.53,81.6,87.7,29.7,20.3,Moyenne,Fusariose,0,2
Graveleux,5.9,35.5,28.0,0.18,113.7,144.2,14.5,25.9,Faible,Sclérotiniose,2,4
Argilo-sableux,6.9,29.4,32.4,0.65,80.9,70.1,17.6,25.5,Moyenne,Fusariose,0,2
Hydromorphes,6.1,28.9,69.3,1.26,149.1,148.1,26.0,11.6,Moyenne,Nématodose,3,3
Graveleux,6.0,38.8,23.4,0.17,86.1,77.5,22.9,16.3,Faible,Anthracnose,2,0
Sableux,5.9,34.5,28.1,0.29,125.3,76.5,10.7,9.2,Faible,Anthracnose,5,0
Sableux,5.8,36.6,35.0,0.28,82.9,131.3,32.4,8.7,Faible,Fusariose,5,2
Sableux,5.8,34.0,30.7,0.31,116.9,132.2,33.4,27.4,Faible,Charcoal Rot,5,1
Limoneux,7.0,27.6,47.6,0.98,112.0,152.8,25.9,25.7,Moyenne,Sclérotiniose,4,4
Graveleux,5.4,34.6,18.2,0.19,99.1,75.7,23.1,25.3,Faible,Sclérotiniose,2,4
Sableux,5.9,32.7,26.5,0.29,90.1,121.4,32.9,12.6,Faible,Anthracnose,5,0
Ferrugineux tropicaux,5.3,35.1,21.1,0.32,89.6,116.5,32.7,10.3,Faible,Anthracnose,1,0
Sableux,5.8,36.2,29.5,0.39,61.9,142.7,30.3,25.9,Faible,Fusariose,5,2
Graveleux,5.0,34.6,29.0,0.18,111.2,144.4,29.6,18.1,Faible,Sclérotiniose,2,4
Argilo-sableux,6.1,33.3,41.3,0.55,118.0,196.5,33.8,16.0,Moyenne,Fusariose,0,2
Sableux,5.9,34.4,30.0,0.36,65.2,190.5,22.9,21.4,Faible,Charcoal Rot,5,1
Argilo-sableux,7.0,30.4,43.4,0.53,64.6,111.8,35.7,24.4,Moyenne,Nématodose,0,3
Argilo-sableux,6.3,31.7,32.7,0.6,70.0,143.8,37.4,10.2,Moyenne,Nématodose,0,3
Graveleux,5.8,39.5,17.4,0.26,89.1,73.4,39.1,15.8,Faible,Anthracnose,2,0
Argilo-sableux,6.9,30.8,43.3,0.68,125.5,135.9,22.9,24.9,Moyenne,Anthracnose,0,0
Sableux,5.9,32.9,33.3,0.4,83.0,155.7,17.4,17.2,Faible,Charcoal Rot,5,1
Hydromorphes,6.8,26.6,65.3,1.37,109.1,92.7,25.9,19.4,Moyenne,Anthracnose,3,0
Limoneux,6.7,29.4,40.5,1.01,97.5,133.4,32.0,21.2,Élevée,Nématodose,4,3
Argilo-sableux,6.6,28.7,36.0,0.68,141.0,183.6,31.2,26.4,Moyenne,Anthracnose,0,0
Limoneux,6.8,30.7,43.0,0.89,64.5,128.3,26.1,9.8,Moyenne,Anthracnose,4,0
Limoneux,6.6,28.4,47.5,0.81,86.6,157.6,17.7,27.5,Moyenne,Charcoal Rot,4,1
Ferrugineux tropicaux,5.3,34.6,29.7,0.4,92.6,83.1,31.3,16.0,Faible,Nématodose,1,3
Argilo-sableux,6.3,31.8,33.7,0.7,71.0,142.9,23.4,19.4,Moyenne,Fusariose,0,2
Ferrugineux tropicaux,5.7,33.7,25.4,0.43,66.0,156.9,37.5,18.8,Faible,Sclérotiniose,1,4
Graveleux,5.5,39.2,28.3,0.18,143.8,191.7,30.6,24.5,Faible,Charcoal Rot,2,1
Limoneux,7.1,29.4,45.2,0.87,81.5,135.6,37.1,19.4,Moyenne,Fusariose,4,2
Argilo-sableux,6.9,32.3,31.3,0.61,146.6,141.4,36.5,27.2,Moyenne,Anthracnose,0,0
Sableux,6.0,37.7,22.1,0.25,125.4,122.4,16.9,28.5,Faible,Charcoal Rot,5,1
Ferrugineux tropicaux,5.6,32.4,22.2,0.49,112.5,168.4,33.4,8.5,Faible,Nématodose,1,3
Ferrugineux tropicaux,5.5,32.3,27.5,0.49,66.8,154.1,17.7,19.1,Faible,Anthracnose,1,0
Graveleux,5.6,34.5,20.0,0.17,85.2,162.7,29.7,9.0,Faible,Anthracnose,2,0
Hydromorphes,6.2,27.4,67.4,1.21,114.4,98.3,28.3,11.4,Moyenne,Sclérotiniose,3,4
Argilo-sableux,6.6,28.6,36.7,0.52,68.6,153.0,35.2,15.8,Moyenne,Fusariose,0,2
Sableux,6.4,34.5,27.8,0.35,84.2,154.4,25.4,29.1,Faible,Sclérotiniose,5,4
Graveleux,5.5,37.6,22.7,0.2,106.1,156.9,34.6,23.1,Faible,Fusariose,2,2
Graveleux,5.1,35.1,20.5,0.28,65.5,115.9,26.1,20.0,Faible,Nématodose,2,3
Sableux,5.6,35.5,32.6,0.3,64.8,90.1,19.9,11.2,Faible,Sclérotiniose,5,4
Argilo-sableux,6.1,29.9,41.1,0.69,60.0,118.5,25.0,23.2,Moyenne,Anthracnose,0,0
Limoneux,7.0,31.9,47.6,0.85,65.3,185.5,22.2,28.1,Moyenne,Charcoal Rot,4,1
Graveleux,5.7,35.1,16.1,0.14,87.0,159.8,13.8,6.5,Faible,Sclérotiniose,2,4
Sableux,6.4,34.6,28.9,0.39,79.1,158.1,13.2,14.9,Faible,Fusariose,5,2
Argilo-sableux,6.4,29.0,35.4,0.61,70.7,97.4,34.5,9.9,Moyenne,Nématodose,0,3
Graveleux,5.3,37.9,21.8,0.16,87.5,192.2,25.4,8.5,Faible,Charcoal Rot,2,1
Sableux,5.6,32.3,26.6,0.22,127.3,71.8,22.4,7.9,Faible,Fusariose,5,2
Sableux,6.1,34.4,22.9,0.25,81.2,169.7,17.0,6.6,Faible,Fusariose,5,2
Sableux,5.9,36.3,25.3,0.21,130.8,93.8,10.8,25.5,Faible,Sclérotiniose,5,4
Graveleux,5.1,34.2,17.9,0.14,75.7,117.7,33.7,25.9,Faible,Sclérotiniose,2,4
Sableux,6.2,33.9,21.7,0.36,85.6,72.1,18.7,22.9,Faible,Fusariose,5,2
Limoneux,6.5,26.8,54.6,0.99,109.6,91.6,28.3,14.8,Moyenne,Fusariose,4,2
Limoneux,7.2,29.9,54.1,1.16,62.2,176.9,18.0,23.2,Moyenne,Sclérotiniose,4,4
Argilo-sableux,6.2,32.2,35.3,0.58,123.3,129.0,39.5,18.2,Moyenne,Charcoal Rot,0,1
Argilo-sableux,6.4,30.6,35.6,0.64,72.3,127.6,37.5,7.2,Moyenne,Nématodose,0,3
Argilo-sableux,6.2,28.9,42.1,0.51,117.0,162.3,21.2,28.9,Moyenne,Sclérotiniose,0,4
Hydromorphes,6.8,26.1,50.9,1.08,76.9,185.9,10.8,18.7,Moyenne,Anthracnose,3,0
Sableux,6.5,32.5,21.7,0.2,97.7,190.3,27.4,26.8,Faible,Anthracnose,5,0
Limoneux,6.9,30.5,49.9,0.81,133.1,113.9,25.3,20.7,Moyenne,Sclérotiniose,4,4
Sableux,5.7,32.2,25.9,0.35,107.0,88.0,38.6,15.2,Faible,Fusariose,5,2
Ferrugineux tropicaux,5.2,35.2,24.9,0.41,100.8,180.2,18.9,12.0,Faible,Charcoal Rot,1,1
Ferrugineux tropicaux,5.3,31.1,35.2,0.44,94.6,109.2,12.6,29.8,Faible,Charcoal Rot,1,1
Graveleux,5.4,36.2,20.6,0.27,144.4,154.8,20.9,9.1,Faible,Charcoal Rot,2,1
Ferrugineux tropicaux,5.3,30.9,23.9,0.48,74.7,108.5,13.2,21.7,Faible,Fusariose,1,2
Ferrugineux tropicaux,5.6,32.4,39.3,0.3,78.4,152.1,18.3,18.3,Faible,Sclérotiniose,1,4
Graveleux,5.7,35.9,18.3,0.11,149.7,106.0,17.2,16.1,Faible,Anthracnose,2,0
Limoneux,6.9,27.3,48.2,1.09,83.8,87.8,16.9,14.7,Moyenne,Anthracnose,4,0
Ferrugineux tropicaux,5.2,35.0,26.3,0.31,128.2,102.4,18.2,9.7,Faible,Anthracnose,1,0
Hydromorphes,6.2,28.6,60.5,1.42,122.3,154.6,23.4,11.3,Moyenne,Anthracnose,3,0
Graveleux,5.3,38.8,26.9,0.18,65.5,73.4,38.4,18.6,Faible,Fusariose,2,2
Hydromorphes,6.4,27.5,58.7,1.23,84.6,145.1,13.9,14.5,Moyenne,Charcoal Rot,3,1
Ferrugineux tropicaux,5.6,31.7,23.6,0.45,100.6,89.1,15.7,9.6,Faible,Sclérotiniose,1,4
Argilo-sableux,6.2,30.5,43.8,0.55,125.8,80.6,28.7,13.7,Moyenne,Sclérotiniose,0,4
Argilo-sableux,6.6,28.8,35.8,0.54,66.3,175.8,32.0,27.5,Moyenne,Fusariose,0,2
Graveleux,5.8,36.3,17.0,0.28,69.3,161.4,27.7,21.8,Faible,Fusariose,2,2
Ferrugineux tropicaux,5.5,33.1,31.9,0.38,70.5,139.5,28.7,6.6,Faible,Nématodose,1,3
Argilo-sableux,6.9,33.3,30.4,0.62,135.1,115.5,21.3,19.6,Moyenne,Anthracnose,0,0
Graveleux,5.4,34.6,23.5,0.28,106.1,87.8,17.7,15.0,Faible,Charcoal Rot,2,1
Hydromorphes,6.6,27.5,52.3,1.01,76.7,155.2,33.7,14.5,Élevée,Nématodose,3,3
Graveleux,5.0,39.2,23.7,0.22,141.2,104.4,19.9,12.9,Faible,Fusariose,2,2
Hydromorphes,6.5,29.7,51.0,1.47,98.7,132.9,38.8,9.9,Élevée,Anthracnose,3,0
Graveleux,5.6,37.0,22.4,0.22,133.6,84.9,27.3,15.1,Faible,Sclérotiniose,2,4
Argilo-sableux,6.4,33.7,33.3,0.58,147.3,91.5,11.4,12.8,Moyenne,Sclérotiniose,0,4
Hydromorphes,6.9,26.4,66.5,1.39,110.8,133.2,36.7,8.0,Élevée,Anthracnose,3,0
Hydromorphes,6.7,28.9,65.7,1.32,67.0,159.5,27.6,28.4,Moyenne,Fusariose,3,2
Ferrugineux tropicaux,5.5,34.2,26.8,0.35,98.4,162.8,37.6,15.2,Faible,Nématodose,1,3
Sableux,6.0,34.4,34.8,0.38,137.6,127.8,14.4,7.2,Faible,Anthracnose,5,0
Hydromorphes,6.9,26.0,61.9,1.22,113.9,179.1,31.8,23.3,Élevée,Nématodose,3,3
Argilo-sableux,6.2,30.4,32.1,0.58,63.8,155.1,21.6,14.0,Moyenne,Anthracnose,0,0
Graveleux,5.5,35.7,21.2,0.16,120.2,109.5,24.1,18.9,Faible,Sclérotiniose,2,4
Argilo-sableux,6.8,32.4,38.5,0.57,78.7,76.7,19.3,15.0,Moyenne,Charcoal Rot,0,1
Hydromorphes,6.6,25.6,57.3,1.42,103.0,115.7,32.9,7.3,Élevée,Nématodose,3,3
Argilo-sableux,6.5,28.1,43.4,0.53,86.8,76.8,24.7,14.5,Moyenne,Fusariose,0,2
Argilo-sableux,6.4,30.5,32.8,0.53,143.6,160.9,19.0,17.4,Moyenne,Fusariose,0,2
Limoneux,6.8,26.7,47.2,0.99,123.1,199.1,33.1,30.0,Moyenne,Fusariose,4,2
Hydromorphes,6.7,25.3,55.3,1.33,75.5,141.2,31.2,7.2,Élevée,Charcoal Rot,3,1
Limoneux,7.5,31.6,46.0,0.97,120.3,187.0,31.9,9.8,Moyenne,Fusariose,4,2
Limoneux,7.1,29.5,41.6,0.86,96.3,168.8,16.5,22.8,Moyenne,Charcoal Rot,4,1
Hydromorphes,6.1,28.3,50.2,1.23,103.2,86.6,39.5,25.2,Élevée,Nématodose,3,3
Ferrugineux tropicaux,5.4,30.4,26.2,0.35,127.8,170.5,29.6,9.3,Faible,Sclérotiniose,1,4
Limoneux,7.2,30.4,51.9,1.03,103.5,166.4,35.8,23.2,Élevée,Charcoal Rot,4,1
Hydromorphes,6.7,26.9,61.0,1.12,109.5,175.7,31.7,8.1,Élevée,Anthracnose,3,0
Ferrugineux tropicaux,5.6,33.0,33.3,0.46,131.8,107.1,32.7,25.6,Faible,Fusariose,1,2
Argilo-sableux,6.1,28.9,35.6,0.52,99.2,184.0,32.4,10.6,Moyenne,Sclérotiniose,0,4
Ferrugineux tropicaux,5.7,30.0,28.4,0.47,118.8,92.1,34.9,29.3,Faible,Fusariose,1,2
Argilo-sableux,6.3,31.2,30.4,0.55,129.6,135.6,18.3,5.9,Moyenne,Sclérotiniose,0,4
Graveleux,5.4,37.6,21.0,0.3,73.6,91.0,22.3,18.8,Faible,Charcoal Rot,2,1
Limoneux,7.4,28.9,53.8,1.0,74.9,188.5,15.2,14.5,Moyenne,Sclérotiniose,4,4
Ferrugineux tropicaux,5.3,33.9,39.8,0.49,66.4,106.1,19.4,25.5,Faible,Sclérotiniose,1,4
Hydromorphes,6.2,26.2,65.2,1.12,88.5,186.1,20.2,6.8,Moyenne,Charcoal Rot,3,1
Sableux,5.9,37.5,27.0,0.31,112.9,182.1,15.4,9.3,Faible,Sclérotiniose,5,4
Hydromorphes,6.9,29.2,57.2,1.34,65.8,130.6,13.0,25.6,Moyenne,Fusariose,3,2
Ferrugineux tropicaux,5.2,31.0,36.8,0.46,119.1,94.5,25.4,15.3,Faible,Fusariose,1,2
Sableux,6.3,36.2,20.8,0.33,119.9,126.8,38.6,22.7,Faible,Sclérotiniose,5,4
Graveleux,5.5,37.7,23.4,0.2,110.3,95.4,19.4,17.8,Faible,Sclérotiniose,2,4
Graveleux,5.5,35.3,17.7,0.16,116.5,139.2,27.0,26.3,Faible,Fusariose,2,2
Argilo-sableux,6.3,28.0,36.1,0.52,117.7,104.2,13.8,7.1,Moyenne,Charcoal Rot,0,1
Sableux,5.6,37.7,28.0,0.3,65.4,112.1,25.1,21.8,Faible,Sclérotiniose,5,4
Graveleux,5.4,34.2,24.3,0.14,97.0,78.6,15.0,29.8,Faible,Sclérotiniose,2,4
Argilo-sableux,6.7,30.5,39.6,0.62,68.6,116.2,29.5,25.4,Moyenne,Anthracnose,0,0
Sableux,5.9,32.7,31.6,0.29,97.4,117.6,15.9,7.8,Faible,Charcoal Rot,5,1
Graveleux,5.5,39.6,16.8,0.22,123.6,98.3,29.4,29.0,Faible,Fusariose,2,2
Argilo-sableux,6.5,29.8,33.8,0.67,145.2,163.4,20.5,14.8,Moyenne,Charcoal Rot,0,1
Graveleux,5.0,39.5,21.9,0.2,105.4,195.3,36.1,5.6,Faible,Fusariose,2,2
Hydromorphes,6.5,28.3,50.4,1.18,105.5,111.3,28.7,19.4,Moyenne,Nématodose,3,3
Hydromorphes,6.9,29.3,58.3,1.01,121.9,163.9,27.6,17.7,Moyenne,Anthracnose,3,0
Limoneux,7.2,26.5,46.6,1.05,134.9,178.0,28.6,27.3,Moyenne,Charcoal Rot,4,1
Graveleux,5.5,35.6,27.8,0.19,104.8,114.8,21.5,22.1,Faible,Nématodose,2,3
Sableux,6.4,35.1,21.4,0.27,79.6,145.0,21.2,19.4,Faible,Anthracnose,5,0
Ferrugineux tropicaux,5.8,34.8,26.0,0.47,91.8,150.2,37.8,27.8,Faible,Nématodose,1,3
Hydromorphes,6.8,30.0,54.7,1.24,78.7,152.7,28.6,24.3,Moyenne,Fusariose,3,2
Ferrugineux tropicaux,5.4,35.6,26.1,0.45,72.3,123.4,28.5,13.6,Faible,Fusariose,1,2
Argilo-sableux,6.3,33.1,31.1,0.52,143.1,78.8,11.7,27.3,Moyenne,Sclérotiniose,0,4
Graveleux,5.3,37.8,27.5,0.17,96.3,195.3,24.6,5.3,Faible,Sclérotiniose,2,4
Sableux,6.5,32.7,25.2,0.4,131.0,175.5,24.7,21.5,Faible,Anthracnose,5,0
Argilo-sableux,6.6,31.7,41.0,0.67,93.3,78.6,32.7,11.5,Moyenne,Anthracnose,0,0
Graveleux,6.0,39.5,27.7,0.24,87.7,94.3,11.4,14.5,Faible,Anthracnose,2,0
Graveleux,5.6,38.9,22.7,0.3,137.5,191.8,30.8,8.4,Faible,Charcoal Rot,2,1
Limoneux,6.5,28.9,51.6,1.1,117.0,122.6,26.1,12.9,Moyenne,Fusariose,4,2
Hydromorphes,6.9,27.5,52.5,1.46,111.2,141.9,37.4,16.2,Élevée,Anthracnose,3,0
Argilo-sableux,6.7,33.2,36.6,0.66,141.1,169.0,28.7,16.1,Moyenne,Nématodose,0,3
Graveleux,5.0,38.0,23.0,0.3,94.4,100.4,30.1,22.3,Faible,Nématodose,2,3
Argilo-sableux,6.3,31.6,41.2,0.54,93.5,87.1,32.5,27.9,Moyenne,Sclérotiniose,0,4
Argilo-sableux,6.7,30.1,33.5,0.7,80.0,107.4,39.2,16.3,Moyenne,Nématodose,0,3
Limoneux,6.9,29.8,46.9,1.05,144.9,88.2,23.5,24.3,Moyenne,Fusariose,4,2
Sableux,6.2,35.8,25.8,0.22,149.5,162.6,37.4,19.7,Faible,Nématodose,5,3
Limoneux,6.8,27.1,44.2,1.09,141.5,123.1,13.7,8.4,Moyenne,Anthracnose,4,0
Sableux,6.2,36.8,22.3,0.24,134.4,127.1,27.0,25.6,Faible,Sclérotiniose,5,4
Hydromorphes,7.0,28.2,58.6,1.13,105.9,185.6,12.0,14.0,Moyenne,Charcoal Rot,3,1
Sableux,6.1,32.7,28.4,0.29,115.0,161.3,39.8,14.8,Faible,Charcoal Rot,5,1
Graveleux,5.9,35.5,24.3,0.27,94.7,119.0,28.0,19.7,Faible,Charcoal Rot,2,1
Argilo-sableux,6.0,29.1,32.3,0.62,113.7,80.7,32.4,16.5,Moyenne,Fusariose,0,2
Sableux,5.8,34.5,28.7,0.37,143.4,104.1,15.0,25.9,Faible,Anthracnose,5,0
Argilo-sableux,6.6,29.2,33.9,0.68,73.7,145.7,20.9,8.2,Moyenne,Fusariose,0,2
Limoneux,6.9,26.2,48.0,1.19,72.3,193.5,31.3,11.1,Élevée,Fusariose,4,2
Hydromorphes,6.8,27.5,50.6,1.02,122.0,195.7,31.4,6.6,Élevée,Nématodose,3,3
Graveleux,5.7,35.2,21.1,0.18,145.4,166.8,27.4,15.5,Faible,Anthracnose,2,0
Sableux,6.1,36.1,34.2,0.34,134.6,79.5,29.6,7.1,Faible,Fusariose,5,2
Ferrugineux tropicaux,5.3,32.1,34.8,0.41,69.6,169.6,13.9,9.1,Faible,Anthracnose,1,0
Graveleux,5.5,39.1,23.0,0.29,121.6,96.4,37.7,25.2,Faible,Sclérotiniose,2,4
Ferrugineux tropicaux,5.0,33.1,37.4,0.44,107.5,107.0,34.6,5.0,Faible,Nématodose,1,3
Graveleux,5.4,36.7,17.5,0.28,110.3,165.8,37.3,28.2,Faible,Fusariose,2,2
Sableux,6.0,33.6,28.9,0.36,85.1,83.1,29.5,23.3,Faible,Nématodose,5,3
Graveleux,5.4,38.1,27.2,0.12,113.0,147.9,31.0,15.1,Faible,Sclérotiniose,2,4
Ferrugineux tropicaux,5.8,35.6,30.4,0.31,114.7,100.0,16.4,10.8,Faible,Anthracnose,1,0
Sableux,5.7,35.8,34.1,0.34,138.9,78.9,17.9,26.3,Faible,Sclérotiniose,5,4
Limoneux,6.5,27.2,44.0,0.91,96.5,81.0,32.3,13.3,Moyenne,Anthracnose,4,0
Graveleux,5.2,35.4,15.5,0.18,124.1,183.3,18.3,21.9,Faible,Fusariose,2,2
Ferrugineux tropicaux,5.5,33.5,22.9,0.36,67.8,128.0,16.7,19.5,Faible,Anthracnose,1,0
Graveleux,5.1,38.5,25.4,0.13,101.5,160.5,27.9,8.3,Faible,Nématodose,2,3
Hydromorphes,6.8,26.5,50.5,1.18,90.0,194.9,33.2,5.8,Élevée,Charcoal Rot,3,1
Ferrugineux tropicaux,5.4,31.5,21.2,0.48,124.5,117.8,18.9,11.6,Faible,Nématodose,1,3
Ferrugineux tropicaux,5.6,32.0,32.8,0.38,132.9,190.6,37.7,26.0,Faible,Anthracnose,1,0
Graveleux,5.9,36.5,23.2,0.25,141.8,195.2,33.8,9.5,Faible,Charcoal Rot,2,1
Sableux,6.2,36.1,24.7,0.37,102.2,77.4,31.5,8.6,Faible,Charcoal Rot,5,1
Sableux,5.9,33.9,30.2,0.38,132.2,122.4,15.0,16.8,Faible,Fusariose,5,2
Sableux,6.4,33.4,33.1,0.36,72.5,134.9,28.5,7.2,Faible,Charcoal Rot,5,1
Argilo-sableux,6.5,33.8,34.2,0.64,137.4,135.2,19.5,14.9,Moyenne,Anthracnose,0,0
Hydromorphes,6.3,28.1,66.7,1.11,71.5,153.0,19.2,28.9,Moyenne,Fusariose,3,2
Sableux,6.0,37.0,27.7,0.31,109.1,182.2,19.5,26.0,Faible,Fusariose,5,2
Sableux,6.0,34.6,28.4,0.27,113.5,145.7,39.9,14.1,Faible,Nématodose,5,3
Graveleux,5.3,37.4,23.3,0.16,109.0,125.3,39.8,8.5,Faible,Anthracnose,2,0
Argilo-sableux,6.2,30.2,31.1,0.53,116.5,163.1,18.9,12.7,Moyenne,Charcoal Rot,0,1
Graveleux,5.2,39.8,21.4,0.26,148.2,169.3,31.2,16.0,Faible,Nématodose,2,3
Hydromorphes,6.9,29.8,58.5,1.4,128.5,104.8,34.5,17.8,Élevée,Fusariose,3,2
Argilo-sableux,6.0,33.4,33.8,0.56,93.7,102.0,29.6,9.5,Moyenne,Fusariose,0,2
Limoneux,6.8,27.7,51.3,1.03,105.5,134.4,29.9,14.8,Moyenne,Sclérotiniose,4,4
Limoneux,6.8,30.7,46.2,0.92,128.8,89.4,12.1,10.3,Moyenne,Nématodose,4,3
Ferrugineux tropicaux,5.8,33.2,31.9,0.44,118.9,187.7,15.8,24.0,Faible,Fusariose,1,2
Graveleux,5.8,39.5,20.5,0.27,107.8,82.3,33.5,8.1,Faible,Nématodose,2,3
Ferrugineux tropicaux,5.9,30.5,21.3,0.43,116.1,143.3,39.5,8.8,Faible,Sclérotiniose,1,4
Limoneux,6.5,30.1,46.9,0.85,139.9,73.5,16.4,6.4,Moyenne,Anthracnose,4,0
Limoneux,7.4,27.7,43.3,0.95,111.7,86.1,15.4,27.2,Moyenne,Charcoal Rot,4,1
Limoneux,6.6,32.0,43.9,1.04,126.1,191.7,35.8,13.2,Élevée,Nématodose,4,3
Hydromorphes,6.1,26.8,51.3,1.45,125.1,74.4,26.8,15.8,Moyenne,Sclérotiniose,3,4
Ferrugineux tropicaux,5.8,32.7,20.6,0.36,87.3,111.9,15.7,7.2,Faible,Fusariose,1,2
Argilo-sableux,6.2,33.1,37.7,0.57,65.3,102.0,32.2,9.2,Moyenne,Nématodose,0,3
Limoneux,7.3,26.4,46.5,0.84,108.6,96.2,12.2,27.2,Moyenne,Charcoal Rot,4,1
Graveleux,5.0,34.3,19.7,0.25,132.9,118.3,29.3,17.9,Faible,Fusariose,2,2
Limoneux,6.7,30.3,43.2,1.06,113.0,188.2,39.6,13.2,Élevée,Charcoal Rot,4,1
Sableux,6.4,36.1,23.6,0.39,62.4,124.6,11.7,23.5,Faible,Charcoal Rot,5,1
Limoneux,7.0,28.0,45.4,0.93,89.9,131.9,29.3,6.8,Moyenne,Fusariose,4,2
Limoneux,6.6,30.7,45.0,0.92,80.4,147.3,15.9,27.3,Moyenne,Nématodose,4,3
Hydromorphes,6.1,28.0,61.9,1.07,119.8,107.9,31.8,12.7,Élevée,Sclérotiniose,3,4
Limoneux,7.0,27.0,42.0,1.17,127.5,162.5,31.7,21.5,Élevée,Charcoal Rot,4,1
Argilo-sableux,6.2,30.4,36.4,0.69,76.0,124.3,28.5,25.8,Moyenne,Fusariose,0,2
Argilo-sableux,6.8,30.3,32.5,0.67,127.9,155.0,33.2,27.6,Moyenne,Sclérotiniose,0,4
Sableux,5.9,36.9,29.6,0.34,62.3,152.9,35.6,14.5,Faible,Sclérotiniose,5,4
Ferrugineux tropicaux,5.5,33.9,23.0,0.38,146.9,123.7,39.9,26.4,Faible,Sclérotiniose,1,4
Hydromorphes,6.2,28.1,52.1,1.08,146.3,100.0,27.4,24.7,Moyenne,Anthracnose,3,0
Ferrugineux tropicaux,5.8,33.8,29.5,0.36,61.4,127.7,34.4,8.3,Faible,Anthracnose,1,0
Argilo-sableux,6.6,28.0,34.3,0.65,72.9,101.9,38.3,16.8,Moyenne,Charcoal Rot,0,1
Hydromorphes,6.2,26.0,67.5,1.08,134.8,199.5,12.4,28.4,Moyenne,Charcoal Rot,3,1
Graveleux,5.4,35.6,18.1,0.24,67.8,150.8,10.8,9.3,Faible,Charcoal Rot,2,1
Argilo-sableux,6.6,33.4,38.2,0.58,125.8,110.7,14.3,21.5,Moyenne,Nématodose,0,3
Hydromorphes,7.0,25.3,68.3,1.4,108.9,146.7,39.0,22.4,Élevée,Charcoal Rot,3,1
Graveleux,5.3,37.9,22.1,0.23,75.6,153.9,12.2,28.4,Faible,Fusariose,2,2
Argilo-sableux,6.7,33.0,30.6,0.53,137.1,73.9,39.1,19.4,Moyenne,Sclérotiniose,0,4
Limoneux,6.5,26.7,49.5,0.9,66.4,178.6,28.3,26.6,Moyenne,Sclérotiniose,4,4
