soil_type,pH,potassium,phosphore,azote,humidite,EC,temperature,rainfall,culture_recommandee
Limonneux,6.75,288.4,45.4,0.068,36.1,1.02,33.3,520.5,Maïs
Rocheux,7.96,201.2,30.5,0.082,23.1,2.08,36.8,576.6,Niébé
Argileux,5.56,267.6,21.9,0.281,38.5,1.0,34.9,607.3,Gombo
Sableux,6.8,165.2,38.6,0.286,10.2,1.99,30.8,691.8,Sésame
Sableux,6.49,105.6,57.4,0.171,22.6,0.16,30.3,380.9,Sésame
Salin,6.55,132.7,22.5,0.293,19.1,1.11,29.7,671.2,Sorgho
Sableux,6.61,197.7,25.6,0.146,15.5,1.62,44.1,751.0,Niébé
Rocheux,7.0,232.4,46.6,0.279,35.6,1.97,43.9,304.8,Patate douce
Salin,7.9,169.2,17.1,0.082,37.9,1.63,31.7,501.1,Sorgho
Limonneux,6.07,164.3,44.1,0.293,36.0,2.38,36.4,765.8,Maïs
Salin,7.53,59.2,48.2,0.126,39.9,0.86,27.4,171.3,Manioc
Argileux,5.61,219.0,45.1,0.072,5.4,0.61,33.8,587.3,Riz pluvial
Limonneux,5.71,72.3,6.0,0.269,10.7,2.04,35.9,412.6,Mil
Limonneux,5.88,272.5,49.3,0.267,15.7,2.31,36.7,691.5,Riz pluvial
Rocheux,6.8,97.7,58.8,0.24,35.7,0.2,36.4,198.7,Sésame
Sableux,7.41,151.9,12.4,0.18,36.8,0.23,30.6,435.8,Patate douce
Argileux,7.39,294.6,54.2,0.148,36.6,0.66,25.5,617.2,Riz pluvial
Argileux,6.94,158.8,31.5,0.273,6.2,0.33,40.9,755.8,Niébé
Sableux,6.95,218.7,17.4,0.163,6.7,2.18,42.7,269.8,Manioc
Rocheux,5.5,76.1,7.0,0.236,5.4,1.9,26.2,307.0,Riz pluvial
Limonneux,7.1,280.4,44.3,0.05,15.6,0.79,40.9,591.5,Arachide
Argileux,5.86,142.7,8.2,0.158,33.3,1.84,43.1,487.1,Patate douce
Argileux,6.83,139.0,57.6,0.078,29.3,1.18,29.7,444.2,Maïs
Salin,5.84,227.1,15.8,0.271,36.7,1.54,26.2,385.4,Mil
Limonneux,6.13,150.2,47.3,0.095,21.0,0.44,30.2,190.4,Arachide
Rocheux,7.66,274.6,56.5,0.076,9.8,0.31,38.7,324.8,Gombo
Limonneux,6.2,138.0,7.3,0.1,11.4,2.12,30.2,613.9,Mil
Sableux,5.8,157.6,40.9,0.179,37.4,0.14,33.3,183.3,Arachide
Salin,7.67,130.7,9.4,0.076,18.0,1.51,44.7,224.2,Mil
Argileux,6.69,159.4,50.3,0.167,30.2,0.2,31.3,697.5,Arachide
Rocheux,6.88,194.6,29.5,0.032,15.8,1.45,26.2,252.2,Niébé
Rocheux,5.9,105.3,27.9,0.215,16.5,1.38,35.0,117.8,Manioc
Sableux,7.06,176.5,11.2,0.12,35.8,1.17,36.0,771.4,Gombo
Sableux,6.93,263.8,42.5,0.265,7.5,0.79,32.1,409.3,Sésame
Limonneux,6.66,83.8,38.3,0.184,5.4,1.5,40.5,291.1,Arachide
Limonneux,6.06,224.2,35.4,0.076,32.8,0.55,32.8,386.1,Maïs
Argileux,7.46,136.1,34.4,0.274,20.5,0.12,44.4,205.7,Gombo
Argileux,7.87,105.3,47.5,0.141,32.7,1.37,42.0,227.7,Niébé
Argileux,7.22,161.7,14.2,0.107,16.0,0.48,33.3,292.7,Sésame
Rocheux,5.96,260.5,42.2,0.137,8.4,1.25,42.2,562.3,Patate douce
Limonneux,6.07,105.0,41.1,0.058,27.6,1.05,40.7,678.9,Riz pluvial
Salin,6.92,76.3,38.1,0.079,32.8,0.94,42.6,431.7,Gombo
Limonneux,7.92,104.3,14.0,0.101,39.6,1.49,37.8,134.5,Gombo
Argileux,5.97,265.9,59.0,0.074,37.0,1.66,41.8,742.1,Patate douce
Limonneux,7.4,211.6,24.7,0.034,19.1,0.98,36.8,294.1,Sorgho
Limonneux,6.28,158.8,51.3,0.083,36.7,0.29,44.4,696.8,Sorgho
Sableux,5.97,180.3,15.0,0.071,15.2,2.08,37.6,409.7,Riz pluvial
Rocheux,6.81,81.5,23.5,0.299,14.3,1.4,42.0,149.0,Mil
Salin,5.84,288.2,21.5,0.043,18.8,0.2,44.4,406.1,Sésame
Sableux,6.08,280.2,53.3,0.139,31.6,0.14,32.9,284.3,Arachide
Argileux,6.23,154.3,27.5,0.064,18.2,1.34,34.8,123.2,Manioc
Sableux,6.7,226.6,51.6,0.087,6.5,1.16,25.4,405.0,Sorgho
Argileux,5.75,249.0,17.7,0.024,28.5,1.13,33.6,451.6,Mil
Sableux,7.58,296.8,6.0,0.271,17.1,1.23,26.2,681.2,Mil
Limonneux,6.34,217.9,17.7,0.069,27.3,0.64,41.8,622.7,Riz pluvial
Sableux,7.66,156.8,8.4,0.053,23.5,1.9,39.4,510.7,Niébé
Sableux,7.02,252.4,25.0,0.104,29.3,1.14,29.2,510.5,Sésame
Salin,6.58,295.0,10.6,0.074,9.2,0.15,44.3,548.9,Arachide
Salin,6.56,179.6,39.4,0.239,35.1,0.39,44.1,460.3,Arachide
Argileux,6.97,295.4,55.4,0.074,21.8,0.96,43.9,154.5,Patate douce
Argileux,6.65,165.7,11.3,0.026,22.7,0.16,40.4,481.7,Riz pluvial
Sableux,6.25,214.5,23.8,0.245,5.6,0.51,32.7,266.1,Arachide
Rocheux,6.08,129.3,27.1,0.209,12.1,0.87,33.4,117.1,Patate douce
Salin,7.4,84.3,25.8,0.097,31.1,2.34,35.9,216.1,Mil
Limonneux,5.64,186.6,16.6,0.296,22.4,2.41,32.5,634.5,Sésame
Rocheux,7.29,205.5,46.2,0.126,11.1,1.53,34.8,799.3,Manioc
Argileux,7.59,273.9,39.3,0.142,38.8,0.27,35.2,388.6,Niébé
Limonneux,6.26,61.2,10.1,0.071,11.5,1.62,34.8,498.2,Gombo
Salin,7.64,250.2,11.7,0.083,11.7,2.01,25.6,298.5,Manioc
Argileux,7.6,176.7,19.0,0.116,13.9,1.54,44.7,635.9,Patate douce
Salin,7.56,211.4,20.7,0.178,26.1,0.13,34.9,549.4,Riz pluvial
Salin,6.32,183.6,25.7,0.048,15.8,0.5,27.4,649.6,Arachide
Limonneux,7.15,89.0,10.6,0.022,30.0,1.74,37.4,425.0,Manioc
Argileux,6.83,276.8,22.6,0.166,27.0,1.14,42.1,658.0,Sorgho
Sableux,6.49,187.6,55.8,0.194,26.8,0.77,32.8,550.0,Mil
Limonneux,7.0,79.4,53.2,0.132,16.7,2.29,33.9,531.4,Sésame
Sableux,7.86,251.1,52.5,0.243,28.9,1.41,34.4,444.4,Gombo
Argileux,6.48,109.1,35.1,0.244,12.5,1.63,36.0,532.3,Maïs
Sableux,5.81,170.4,7.4,0.051,8.0,1.82,27.3,204.6,Arachide
Rocheux,7.14,298.3,12.2,0.05,16.0,2.05,44.5,264.4,Arachide
Limonneux,5.83,210.5,20.3,0.169,15.3,1.0,44.8,744.5,Riz pluvial
Rocheux,5.81,147.0,38.1,0.272,37.2,1.08,38.5,518.9,Niébé
Rocheux,7.11,209.0,16.4,0.273,15.1,2.46,34.8,111.6,Mil
Salin,5.83,105.0,22.5,0.299,33.7,2.1,36.6,592.1,Patate douce
Argileux,6.22,163.3,8.9,0.175,9.3,1.31,36.1,195.9,Riz pluvial
Argileux,7.52,203.5,32.8,0.063,5.2,1.18,36.8,330.3,Maïs
Limonneux,7.76,212.3,34.5,0.163,27.6,2.29,42.2,138.8,Maïs
Salin,6.9,60.0,28.7,0.081,21.7,1.89,25.4,770.2,Manioc
Rocheux,6.11,92.8,34.3,0.24,36.3,1.17,33.7,189.7,Riz pluvial
Argileux,5.53,245.8,8.4,0.067,35.1,0.69,35.9,781.4,Patate douce
Rocheux,7.9,267.6,35.7,0.027,10.2,0.26,42.0,113.7,Sésame
Sableux,7.77,92.7,59.2,0.046,14.8,1.25,38.3,261.6,Patate douce
Rocheux,7.63,242.0,25.2,0.215,29.1,2.29,25.1,320.3,Mil
Argileux,7.69,193.6,47.4,0.272,36.2,0.44,27.8,318.0,Riz pluvial
Rocheux,6.2,162.3,18.3,0.107,7.5,1.16,27.8,713.3,Gombo
Sableux,6.59,117.6,19.9,0.242,19.6,2.39,36.9,579.9,Gombo
Rocheux,6.54,62.6,57.7,0.3,23.9,1.05,44.3,212.2,Riz pluvial
Salin,6.54,165.4,22.0,0.265,38.6,1.46,25.4,308.0,Sésame
Argileux,7.98,185.4,53.2,0.21,39.1,2.07,33.6,565.6,Maïs
Rocheux,6.38,116.7,46.1,0.085,29.9,1.82,44.7,424.8,Gombo
Sableux,5.83,267.3,32.5,0.265,34.3,2.1,35.7,722.2,Sorgho
Rocheux,5.81,272.1,55.4,0.296,11.9,1.29,37.9,541.8,Patate douce
Rocheux,6.46,96.2,41.4,0.049,8.6,0.92,40.5,143.9,Riz pluvial
Salin,6.1,65.0,43.8,0.056,6.8,1.75,35.0,262.4,Sorgho
Sableux,7.49,190.4,21.7,0.085,24.1,0.45,38.9,498.5,Gombo
Salin,6.57,294.8,32.2,0.25,9.9,1.75,36.4,582.7,Gombo
Rocheux,7.39,277.8,41.0,0.186,19.2,0.34,43.9,438.7,Niébé
Rocheux,5.96,265.6,52.9,0.128,32.8,1.32,33.0,472.2,Arachide
Rocheux,5.92,86.5,42.8,0.095,6.2,1.59,35.6,334.0,Arachide
Salin,7.95,245.4,28.5,0.053,33.6,1.49,30.6,630.9,Sésame
Argileux,5.55,60.6,50.0,0.283,36.1,0.87,36.4,751.4,Sorgho
Sableux,7.97,131.4,12.0,0.274,22.3,0.74,35.3,758.2,Arachide
Sableux,7.86,189.1,54.6,0.11,6.9,1.6,31.7,312.3,Mil
Argileux,7.91,196.2,35.2,0.216,16.6,0.16,38.9,320.9,Patate douce
Sableux,6.31,124.3,57.9,0.294,29.5,1.74,41.9,703.8,Riz pluvial
Sableux,6.39,233.8,55.0,0.251,18.2,2.19,36.7,121.2,Mil
Limonneux,6.47,74.9,54.3,0.085,9.4,0.28,30.2,252.2,Mil
Argileux,6.86,116.9,48.3,0.288,8.9,1.44,43.5,449.9,Maïs
Salin,5.58,215.7,11.1,0.185,25.3,0.1,37.6,461.0,Maïs
Limonneux,7.03,245.0,22.7,0.051,34.6,2.18,28.6,328.2,Mil
Sableux,7.21,112.8,25.4,0.023,7.6,1.09,26.3,340.1,Mil
Argileux,5.81,255.3,29.3,0.177,14.4,2.43,33.0,387.8,Patate douce
Rocheux,7.99,173.4,34.8,0.071,30.7,1.06,33.6,203.8,Sorgho
Salin,7.05,94.5,18.3,0.215,35.0,2.18,37.9,682.4,Niébé
Salin,6.38,188.8,30.5,0.096,6.9,0.83,35.2,358.0,Sorgho
Argileux,7.16,191.3,40.5,0.074,33.8,2.2,27.5,235.4,Patate douce
Argileux,6.52,212.0,58.3,0.162,29.6,1.27,38.5,657.4,Manioc
Limonneux,6.51,202.2,39.5,0.107,17.4,1.87,44.9,623.0,Sorgho
Rocheux,5.76,276.3,21.7,0.23,28.6,1.78,40.5,681.9,Mil
Sableux,7.42,186.1,5.0,0.041,16.5,0.22,39.3,798.3,Maïs
Argileux,5.82,204.0,19.2,0.283,32.3,2.3,40.1,315.9,Gombo
Limonneux,6.73,279.6,21.5,0.206,26.7,0.91,30.6,469.9,Niébé
Rocheux,7.42,50.8,8.1,0.164,33.2,1.34,40.7,160.2,Gombo
Sableux,6.55,144.3,39.4,0.108,31.7,0.59,26.9,515.7,Riz pluvial
Salin,7.64,133.3,54.8,0.054,30.5,1.1,43.4,749.6,Manioc
Limonneux,5.91,64.5,40.9,0.119,13.3,2.05,42.1,291.3,Sorgho
Limonneux,6.83,136.6,57.9,0.149,38.9,0.85,37.7,416.5,Mil
Salin,6.96,260.2,44.2,0.05,39.3,2.09,28.0,532.4,Sorgho
Salin,5.92,153.1,29.4,0.097,13.1,2.26,38.9,724.0,Mil
Limonneux,7.09,105.4,6.1,0.252,14.5,2.16,34.5,155.1,Mil
Sableux,5.52,248.8,47.3,0.153,12.8,0.75,34.9,309.9,Sésame
Rocheux,5.61,60.6,59.5,0.276,22.8,2.26,36.5,252.1,Riz pluvial
Limonneux,5.71,268.5,7.2,0.163,23.2,0.9,26.3,713.9,Sésame
Sableux,5.68,225.1,36.7,0.079,8.1,1.37,36.6,553.3,Sorgho
Sableux,7.94,54.4,26.1,0.28,24.0,2.0,40.0,488.8,Manioc
Rocheux,7.56,83.8,46.0,0.12,24.8,1.84,41.8,206.7,Gombo
Argileux,7.23,230.0,46.8,0.244,13.6,1.04,35.3,693.7,Niébé
Salin,7.26,126.1,15.7,0.141,22.1,1.52,34.9,657.4,Mil
Rocheux,6.53,150.7,49.6,0.063,32.3,1.88,41.6,278.5,Mil
Rocheux,7.67,62.1,18.7,0.094,9.4,1.2,28.2,426.8,Gombo
Rocheux,7.4,58.6,58.9,0.293,30.6,1.26,43.5,616.8,Niébé
Rocheux,6.75,117.4,58.5,0.176,33.9,1.95,25.4,281.8,Arachide
Rocheux,7.48,109.2,22.6,0.168,36.3,0.31,43.4,589.2,Niébé
Limonneux,7.48,223.0,11.6,0.128,21.6,2.28,35.0,276.1,Maïs
Rocheux,5.78,179.8,44.8,0.263,39.2,0.97,32.4,155.1,Sorgho
Argileux,7.9,140.4,15.4,0.253,30.7,1.61,31.2,774.8,Sorgho
Salin,7.11,58.7,35.6,0.274,15.3,1.88,26.7,602.4,Riz pluvial
Rocheux,7.94,51.3,25.3,0.128,8.3,1.83,28.2,334.0,Sorgho
Argileux,6.46,134.6,29.2,0.178,24.9,0.32,42.2,232.1,Sésame
Rocheux,6.84,184.6,19.1,0.285,38.3,1.46,26.7,107.4,Sésame
Argileux,7.25,130.6,48.8,0.289,23.1,2.44,31.5,322.7,Patate douce
Sableux,5.95,175.1,6.1,0.228,8.3,1.72,28.4,510.3,Gombo
Rocheux,7.43,153.0,49.9,0.19,25.1,2.22,43.5,734.7,Gombo
Argileux,5.85,136.0,16.9,0.1,37.1,2.01,25.6,249.9,Sorgho
Rocheux,5.85,68.3,14.8,0.271,10.1,1.13,27.7,621.9,Manioc
Rocheux,7.13,51.6,6.6,0.165,36.7,1.2,35.4,433.3,Sorgho
Argileux,7.76,118.2,59.3,0.211,20.7,0.6,33.5,670.2,Sorgho
Rocheux,7.22,286.3,33.2,0.285,26.0,0.62,28.0,325.4,Mil
Sableux,6.04,169.5,45.7,0.128,6.1,1.35,25.1,535.6,Sorgho
Rocheux,7.92,108.1,43.9,0.265,16.1,2.1,39.7,419.4,Riz pluvial
Limonneux,6.6,210.8,17.0,0.164,14.6,1.99,27.5,160.4,Sésame
Sableux,6.95,268.8,28.5,0.035,16.1,2.37,35.9,328.0,Gombo
Rocheux,7.76,126.8,54.3,0.033,33.6,0.56,36.2,258.7,Arachide
Argileux,7.34,291.1,6.2,0.033,32.5,1.86,40.5,339.1,Riz pluvial
Sableux,5.84,163.3,35.3,0.255,10.8,0.5,43.6,279.6,Mil
Limonneux,6.05,168.7,55.7,0.179,7.7,1.19,26.7,175.5,Arachide
Rocheux,5.62,67.6,43.8,0.135,7.0,0.95,33.8,405.2,Sésame
Rocheux,7.24,197.9,33.4,0.255,33.0,0.58,31.3,129.4,Niébé
Sableux,7.3,93.4,18.1,0.046,34.6,1.36,25.3,484.4,Riz pluvial
Argileux,5.62,75.0,25.5,0.194,29.9,1.57,39.8,414.1,Manioc
Rocheux,6.44,100.5,28.1,0.082,32.5,1.34,29.3,424.4,Sorgho
Rocheux,6.87,134.5,6.4,0.272,15.5,1.42,36.7,510.1,Niébé
Rocheux,7.07,293.3,45.6,0.265,31.5,1.17,42.0,364.1,Mil
Rocheux,7.83,276.1,22.7,0.276,16.6,2.29,27.2,533.1,Maïs
Salin,6.32,142.6,11.4,0.269,20.5,1.59,26.4,230.0,Manioc
Sableux,7.02,205.0,7.7,0.158,33.7,0.37,39.3,765.0,Sorgho
Rocheux,7.46,125.7,17.4,0.174,27.6,0.17,44.2,609.3,Sorgho
Salin,6.01,60.0,49.1,0.06,19.4,2.37,35.4,350.3,Maïs
Sableux,6.59,226.6,57.3,0.185,14.2,0.92,35.0,461.2,Manioc
Rocheux,5.82,209.2,49.0,0.072,11.3,0.29,39.7,415.2,Manioc
Salin,5.81,182.3,56.2,0.253,14.9,2.19,36.2,456.5,Sorgho
Salin,7.88,158.6,33.9,0.033,31.9,2.23,43.0,500.7,Riz pluvial
Limonneux,7.44,295.5,23.3,0.053,27.3,1.4,32.7,133.5,Sésame
Argileux,7.24,249.8,24.5,0.158,32.4,2.37,25.3,359.2,Gombo
Limonneux,5.97,204.6,43.9,0.28,19.5,1.64,41.2,244.9,Sorgho
Argileux,6.94,262.4,10.4,0.144,39.8,0.82,31.4,702.5,Gombo
Rocheux,5.92,293.9,15.0,0.199,7.4,0.9,43.1,314.8,Sorgho
Sableux,7.14,293.2,53.7,0.144,27.4,1.82,42.1,455.4,Niébé
Limonneux,6.24,281.7,5.0,0.282,6.8,2.13,31.0,679.4,Maïs
Sableux,6.32,239.0,48.9,0.146,24.8,2.09,36.8,573.5,Arachide
Argileux,6.43,208.3,46.9,0.021,36.1,0.83,31.5,365.0,Manioc
Salin,7.75,206.0,56.7,0.146,13.4,2.2,43.5,375.9,Riz pluvial
Argileux,6.2,257.6,9.0,0.274,30.4,1.91,26.7,446.7,Manioc
Argileux,6.14,217.7,42.9,0.137,38.8,0.52,25.9,251.1,Maïs
Argileux,7.76,87.5,34.3,0.113,37.4,0.81,27.9,413.6,Maïs
Rocheux,7.83,299.6,53.9,0.105,13.4,0.19,40.3,182.9,Sorgho
Sableux,7.66,185.7,17.6,0.2,13.7,0.19,36.8,690.9,Gombo
Argileux,5.82,176.7,32.6,0.236,29.2,0.48,30.4,668.7,Manioc
Salin,6.22,148.5,17.0,0.259,18.2,0.41,42.2,104.2,Sorgho
Sableux,7.35,285.4,47.0,0.066,28.3,1.6,38.1,610.9,Niébé
Salin,5.79,197.7,8.4,0.062,29.7,2.46,28.9,379.0,Mil
Limonneux,6.26,284.2,11.6,0.239,15.0,1.31,42.9,694.2,Patate douce
Argileux,6.36,52.1,42.3,0.041,37.7,0.61,36.7,765.7,Sésame
Sableux,7.65,285.8,29.0,0.186,17.5,0.47,37.9,180.1,Mil
Argileux,5.98,73.2,41.2,0.043,29.9,2.3,29.4,637.0,Mil
Sableux,7.62,222.9,37.0,0.114,39.7,2.14,43.3,490.3,Gombo
Sableux,7.83,123.8,14.3,0.137,21.9,1.31,40.2,201.7,Sorgho
Sableux,6.63,108.0,52.1,0.039,14.7,1.6,32.9,568.1,Sésame
Salin,6.15,116.6,31.3,0.194,16.3,0.82,32.4,737.8,Sorgho
Salin,6.92,140.2,55.1,0.132,14.4,0.64,29.5,199.4,Mil
Limonneux,7.01,249.0,15.4,0.276,20.3,1.44,31.7,486.7,Niébé
Argileux,7.26,180.4,58.7,0.123,9.2,2.23,28.1,438.2,Niébé
Argileux,6.81,77.3,58.0,0.296,7.5,1.43,38.7,568.3,Niébé
Argileux,5.81,121.7,21.7,0.089,30.7,1.86,32.8,655.5,Patate douce
Argileux,6.45,103.3,9.3,0.281,12.4,0.22,32.9,480.6,Gombo
Salin,6.94,181.1,50.6,0.213,34.4,0.46,40.3,335.4,Niébé
Sableux,7.74,98.6,19.6,0.291,9.0,0.5,26.1,410.5,Riz pluvial
Salin,7.68,226.3,57.8,0.092,21.1,1.06,39.9,539.0,Maïs
Argileux,6.77,107.6,16.2,0.132,5.2,0.44,33.6,548.3,Patate douce
Limonneux,7.93,231.9,31.7,0.116,14.1,1.02,26.9,291.8,Sésame
Argileux,5.91,79.8,50.9,0.27,6.3,0.13,34.6,321.6,Mil
Argileux,7.02,186.5,49.0,0.173,27.2,1.22,39.6,266.9,Manioc
Argileux,6.66,172.0,59.4,0.121,14.1,0.87,37.3,112.2,Niébé
Argileux,6.38,207.9,22.4,0.153,30.6,2.39,43.8,720.0,Patate douce
Salin,7.29,157.3,18.1,0.183,9.7,0.81,40.3,502.8,Sorgho
Salin,6.63,211.2,10.2,0.191,12.9,1.78,31.3,533.4,Arachide
Sableux,7.58,154.9,42.2,0.161,25.6,2.27,33.4,179.4,Mil
Rocheux,7.97,200.9,15.7,0.127,18.9,2.21,35.5,442.4,Riz pluvial
Argileux,6.94,299.7,12.5,0.072,31.5,0.17,29.2,429.7,Arachide
Sableux,6.88,126.6,19.3,0.222,29.8,1.74,26.0,203.9,Arachide
Argileux,7.57,258.6,28.5,0.207,5.4,2.3,32.7,770.5,Gombo
Sableux,6.8,108.8,39.9,0.063,11.9,2.39,42.9,426.7,Manioc
Sableux,6.93,93.1,13.9,0.237,11.1,0.72,42.5,779.2,Mil
Limonneux,7.49,238.0,12.6,0.279,17.6,2.0,41.7,489.3,Riz pluvial
Limonneux,7.95,100.6,46.2,0.022,39.4,1.31,39.6,397.6,Mil
Argileux,7.99,167.7,14.2,0.098,26.8,1.99,40.4,567.5,Arachide
Argileux,6.74,296.7,43.3,0.066,10.3,1.16,32.9,595.7,Patate douce
Salin,7.7,83.4,50.5,0.12,14.3,2.19,36.3,356.8,Manioc
Sableux,6.93,63.6,57.3,0.157,36.7,2.37,25.5,370.9,Patate douce
Sableux,6.95,68.1,41.6,0.042,15.0,0.69,34.7,428.3,Mil
Limonneux,7.69,146.7,51.4,0.155,19.8,1.01,30.8,273.0,Patate douce
Rocheux,5.53,122.9,58.2,0.227,35.9,2.43,30.3,567.1,Gombo
Sableux,6.64,267.5,23.6,0.024,37.3,0.87,33.8,563.8,Gombo
Sableux,6.2,292.4,6.8,0.117,11.2,1.13,29.3,186.0,Sésame
Limonneux,7.33,74.9,11.4,0.267,17.7,0.82,44.7,295.8,Sorgho
Rocheux,7.66,145.9,6.1,0.24,34.3,1.46,33.4,734.6,Gombo
Argileux,6.76,124.6,14.6,0.274,22.0,1.59,27.2,537.4,Riz pluvial
Sableux,7.97,71.3,41.5,0.138,30.9,0.12,39.2,447.7,Arachide
Salin,6.45,277.6,33.9,0.041,38.4,2.05,29.0,124.0,Niébé
Salin,6.07,206.3,38.1,0.217,19.7,1.69,44.7,332.0,Sorgho
Rocheux,6.33,83.3,17.7,0.174,11.4,1.94,33.0,243.1,Mil
Argileux,7.94,83.5,28.7,0.135,15.5,2.08,33.4,453.4,Manioc
Argileux,5.83,286.9,53.0,0.105,36.5,2.14,27.5,575.9,Niébé
Limonneux,7.02,202.8,40.1,0.072,10.5,0.27,40.8,123.8,Sorgho
Rocheux,7.97,256.8,38.8,0.107,22.7,0.89,33.8,339.0,Arachide
Rocheux,7.65,274.5,9.4,0.256,14.6,1.36,26.0,777.8,Manioc
Sableux,7.12,81.9,59.9,0.086,19.3,2.44,34.8,441.0,Patate douce
Argileux,5.57,92.8,9.5,0.246,20.3,2.38,40.0,421.0,Arachide
Limonneux,5.86,239.9,16.0,0.07,6.1,2.5,32.9,338.2,Sorgho
Salin,8.0,278.6,33.3,0.023,24.2,0.46,42.2,533.6,Gombo
Sableux,5.96,272.4,57.8,0.19,9.9,1.66,31.9,716.6,Gombo
Limonneux,7.66,146.0,37.3,0.293,12.5,1.71,44.4,799.1,Mil
Rocheux,6.8,265.8,38.5,0.138,7.4,0.67,44.0,635.7,Arachide
Rocheux,6.13,257.9,13.3,0.237,5.9,1.37,44.3,460.2,Patate douce
Argileux,6.89,143.0,37.6,0.125,29.9,0.82,35.8,772.0,Maïs
Salin,7.36,180.8,12.2,0.205,25.0,0.53,29.5,567.2,Gombo
Salin,7.22,278.1,36.6,0.235,9.5,0.65,30.7,363.6,Riz pluvial
Salin,7.75,142.3,39.7,0.049,10.9,1.69,27.1,184.3,Patate douce
Argileux,6.74,299.3,7.9,0.179,8.5,1.41,29.5,398.4,Riz pluvial
Sableux,7.11,60.2,27.5,0.227,38.3,1.31,44.4,149.6,Arachide
Limonneux,6.68,135.5,52.0,0.154,22.2,2.4,28.5,715.2,Sésame
Rocheux,6.75,241.8,46.5,0.104,34.2,1.65,34.1,397.1,Manioc
Salin,6.0,54.7,13.5,0.147,36.6,0.61,43.9,738.9,Sorgho
Limonneux,7.39,208.7,40.4,0.149,11.2,2.05,25.5,398.1,Sorgho
Salin,7.81,261.8,49.6,0.038,18.2,1.16,37.0,100.9,Arachide
Sableux,7.95,163.4,28.4,0.096,24.6,1.55,31.1,578.3,Manioc
Argileux,7.03,229.5,11.9,0.125,29.4,0.9,30.5,575.6,Maïs
Salin,5.68,239.9,58.7,0.178,7.5,0.99,27.4,486.6,Niébé
Limonneux,7.98,297.0,9.6,0.117,30.3,1.76,26.9,293.6,Sésame
Sableux,5.86,156.6,59.8,0.21,14.6,0.33,35.4,389.9,Maïs
Sableux,5.92,104.7,32.6,0.261,11.8,0.26,37.8,741.9,Manioc
Sableux,7.85,246.1,37.1,0.221,13.2,0.37,28.8,165.4,Sorgho
Argileux,6.99,271.0,36.8,0.273,32.6,0.58,34.7,635.2,Maïs
Limonneux,5.62,141.8,15.6,0.163,6.0,0.66,37.9,474.0,Niébé
Salin,5.93,172.2,19.2,0.218,9.7,2.12,37.3,767.1,Niébé
Salin,5.74,284.2,29.8,0.154,38.2,1.96,37.2,537.4,Sorgho
Argileux,7.3,216.2,56.3,0.234,32.3,2.25,29.2,614.2,Niébé
Rocheux,6.0,219.6,37.6,0.127,22.8,0.64,31.2,735.2,Sorgho
Rocheux,5.58,88.3,12.9,0.181,27.7,1.82,33.4,598.6,Niébé
Sableux,6.99,245.8,10.3,0.109,24.5,1.16,34.6,441.9,Niébé
Limonneux,5.64,185.9,12.7,0.099,13.3,1.86,35.5,409.0,Maïs
Limonneux,6.36,264.4,29.3,0.082,14.0,1.21,28.7,182.3,Gombo
Salin,6.66,265.5,46.0,0.164,36.3,1.45,32.9,394.5,Patate douce
Sableux,7.9,276.0,36.1,0.216,6.5,1.34,29.1,695.9,Mil
Argileux,6.99,280.8,59.3,0.169,31.9,1.01,31.2,754.6,Sésame
Salin,7.65,126.8,53.8,0.294,20.7,0.15,27.4,173.5,Manioc
Limonneux,7.22,267.9,38.6,0.108,7.1,1.18,41.8,204.1,Sorgho
Rocheux,5.8,236.9,31.7,0.106,20.9,1.39,34.8,126.4,Sorgho
Salin,5.5,147.5,24.4,0.266,22.5,0.69,28.0,485.5,Patate douce
Rocheux,6.27,213.7,20.8,0.298,38.5,1.51,36.9,594.5,Sésame
Rocheux,7.69,168.8,38.6,0.252,24.5,1.26,33.6,664.5,Patate douce
Argileux,6.34,234.8,30.0,0.025,18.3,1.07,30.2,627.5,Riz pluvial
Sableux,6.25,273.5,5.3,0.265,30.1,2.04,33.7,249.1,Maïs
Sableux,6.85,203.4,52.7,0.087,18.9,0.98,44.2,394.7,Riz pluvial
Limonneux,7.49,115.4,10.2,0.194,27.5,2.49,29.3,463.7,Patate douce
Argileux,7.91,134.8,58.9,0.15,14.8,1.16,30.5,673.7,Maïs
Argileux,7.86,155.7,35.8,0.155,35.9,1.18,37.3,159.5,Niébé
Sableux,5.79,184.1,42.8,0.223,26.7,2.48,33.1,763.0,Maïs
Limonneux,6.43,123.7,14.0,0.104,24.6,2.03,26.5,331.1,Arachide
Argileux,5.99,142.2,50.3,0.158,31.1,1.97,36.4,766.9,Niébé
Argileux,6.17,143.5,33.5,0.114,29.8,2.04,34.8,115.4,Manioc
Limonneux,7.96,264.8,13.8,0.054,20.0,1.74,42.2,599.5,Manioc
Rocheux,6.13,173.2,29.3,0.21,25.2,0.21,27.7,350.0,Gombo
Limonneux,6.92,98.2,15.7,0.121,33.5,2.28,36.4,231.9,Gombo
Argileux,6.0,91.2,31.9,0.033,11.8,1.84,39.8,235.1,Riz pluvial
Argileux,7.42,263.9,50.4,0.261,24.2,1.14,26.6,432.5,Manioc
Argileux,7.78,239.4,34.4,0.225,9.9,1.9,39.4,285.9,Manioc
