soil_type,soil_pH,temperature,humidity,organic_carbon,sodium,potassium,nitrogen,phosphorus,Soil_Quality,Disease
Arenosol,5.86,32.9,19.7,0.598,18.0,76.9,0.0236,14.6,1.202,Rhizoctonia root rot
Lixisol,6.02,31.8,38.6,0.589,13.8,112.4,0.0202,11.4,1.149,Pythium damping-off
Lixisol,5.55,38.6,18.0,0.867,10.4,163.4,0.0484,8.3,1.316,Charcoal rot
Vertisol,6.71,35.7,31.8,0.675,11.4,54.9,0.0472,4.3,1.173,Pythium damping-off
Lixisol,6.41,42.5,14.6,0.653,9.8,125.1,0.0234,13.2,1.171,Fusarium wilt
Arenosol,5.26,29.9,24.9,0.483,5.2,55.6,0.0274,7.4,1.034,Fusarium wilt
Regosol,5.38,32.8,17.9,0.853,10.4,121.1,0.0332,10.9,1.239,Fusarium wilt
Lixisol,5.71,28.8,30.5,0.82,8.1,105.1,0.0239,5.2,1.129,Pythium damping-off
Plinthosol,5.58,32.5,13.3,0.219,14.6,62.3,0.0367,3.6,0.992,Fusarium wilt
Regosol,6.01,29.7,20.2,0.206,19.1,169.2,0.0475,9.0,1.165,Root-knot nematodes
Arenosol,6.35,30.8,26.1,0.681,15.9,152.3,0.0394,10.7,1.248,Root-knot nematodes
Arenosol,6.83,36.5,21.7,0.522,6.3,161.4,0.0281,5.6,1.018,Rhizoctonia root rot
Plinthosol,7.0,32.0,22.4,0.698,13.8,172.2,0.0225,7.7,1.048,Root-knot nematodes
Arenosol,5.19,30.3,37.5,0.989,17.8,89.8,0.0479,3.5,1.249,Root-knot nematodes
Lixisol,5.6,37.9,19.4,0.291,15.6,144.4,0.0254,13.5,1.079,Pythium damping-off
Arenosol,6.73,42.2,35.7,0.542,16.0,114.8,0.0254,6.2,1.025,Pythium damping-off
Arenosol,6.34,42.9,25.1,0.287,18.1,128.7,0.033,12.8,1.12,Root-knot nematodes
Arenosol,5.76,41.1,26.8,0.553,10.5,139.9,0.0468,13.5,1.303,Pythium damping-off
Arenosol,6.12,29.8,12.8,0.316,12.9,188.0,0.0295,10.4,1.099,Root-knot nematodes
Arenosol,6.73,35.3,12.1,0.643,7.7,115.1,0.0299,3.0,1.039,Rhizoctonia root rot
Arenosol,5.0,38.1,32.1,0.208,13.3,116.8,0.0339,9.7,0.995,Charcoal rot
Arenosol,6.47,34.0,23.5,0.92,12.9,54.6,0.0452,13.5,1.38,Root-knot nematodes
Plinthosol,5.39,28.4,11.1,0.775,11.9,140.3,0.0296,7.9,1.155,Rhizoctonia root rot
Plinthosol,5.19,39.4,34.3,0.208,12.5,103.9,0.0421,8.8,1.051,Fusarium wilt
Lixisol,6.78,37.3,39.0,0.417,18.5,187.8,0.0478,9.0,1.155,Root-knot nematodes
Arenosol,6.43,36.7,15.2,0.248,14.6,86.5,0.0254,3.2,0.926,Fusarium wilt
Arenosol,6.25,40.5,34.4,0.738,13.2,100.6,0.041,5.8,1.219,Rhizoctonia root rot
Arenosol,6.63,29.5,31.4,0.559,17.3,97.5,0.0224,9.3,1.064,Root-knot nematodes
Plinthosol,6.37,32.2,21.9,0.907,6.5,131.8,0.0381,7.6,1.265,Rhizoctonia root rot
Plinthosol,6.7,29.3,38.3,0.688,9.1,178.4,0.0499,12.5,1.302,Root-knot nematodes
Arenosol,6.08,28.5,12.6,0.89,13.5,98.9,0.0407,7.1,1.298,Pythium damping-off
Plinthosol,6.08,40.1,14.6,0.436,9.1,199.9,0.0478,4.2,1.166,Fusarium wilt
Regosol,5.67,36.1,15.0,0.996,18.9,145.1,0.0472,3.5,1.295,Fusarium wilt
Arenosol,5.4,41.8,17.0,0.676,10.4,133.4,0.028,8.4,1.123,Fusarium wilt
Arenosol,5.46,42.8,29.0,0.733,12.2,55.3,0.0334,11.0,1.213,Pythium damping-off
Arenosol,5.0,36.9,19.8,0.72,13.4,113.1,0.0483,4.5,1.165,Root-knot nematodes
Vertisol,6.7,30.9,21.4,0.358,8.6,187.5,0.0323,4.7,0.994,Root-knot nematodes
Regosol,5.83,42.2,35.7,0.582,13.5,192.8,0.0436,4.1,1.174,Fusarium wilt
Lixisol,5.93,40.2,19.9,0.692,14.6,102.8,0.0432,5.4,1.231,Fusarium wilt
Arenosol,5.62,41.5,15.1,0.475,5.3,59.2,0.0497,3.2,1.145,Rhizoctonia root rot
Lixisol,5.58,40.2,24.0,0.727,13.8,196.1,0.0204,3.2,1.04,Fusarium wilt
Plinthosol,5.57,38.7,21.7,0.806,9.5,51.7,0.026,8.9,1.173,Pythium damping-off
Arenosol,7.0,44.9,38.6,0.63,19.6,121.0,0.0332,3.1,1.03,Root-knot nematodes
Lixisol,5.99,42.8,12.7,0.705,5.4,57.6,0.0247,12.0,1.219,Fusarium wilt
Arenosol,6.23,32.4,35.0,0.335,14.6,103.5,0.0496,10.1,1.21,Pythium damping-off
Plinthosol,6.55,29.9,12.1,0.876,8.5,103.8,0.0328,3.7,1.154,Fusarium wilt
Arenosol,6.31,37.4,39.2,0.533,10.7,188.9,0.0496,8.5,1.239,Fusarium wilt
Arenosol,6.76,35.8,11.1,0.487,12.7,133.5,0.0313,11.1,1.106,Fusarium wilt
Lixisol,5.0,29.4,12.4,0.922,11.6,158.0,0.0335,5.3,1.148,Fusarium wilt
Arenosol,6.24,34.1,34.7,0.576,15.5,164.5,0.031,3.1,1.076,Root-knot nematodes
Arenosol,6.01,32.1,32.0,0.954,15.9,62.5,0.0235,9.5,1.252,Root-knot nematodes
Arenosol,5.0,36.5,11.9,0.442,12.5,96.5,0.0223,9.9,0.998,Fusarium wilt
Arenosol,6.26,42.5,38.7,0.731,6.7,160.3,0.0417,14.0,1.33,Pythium damping-off
Lixisol,6.12,43.5,15.7,0.86,6.7,145.7,0.0404,11.7,1.345,Fusarium wilt
Arenosol,7.0,40.3,17.5,0.612,18.3,52.2,0.0276,3.4,0.994,Fusarium wilt
Arenosol,6.01,30.6,32.9,0.463,7.5,191.3,0.0312,5.7,1.101,Pythium damping-off
Arenosol,6.19,44.9,26.3,0.384,10.4,111.1,0.0336,14.8,1.196,Charcoal rot
Arenosol,5.0,44.0,12.7,0.859,11.5,87.4,0.0273,10.7,1.164,Rhizoctonia root rot
Vertisol,6.88,31.7,24.1,0.474,15.0,129.0,0.0388,8.3,1.098,Fusarium wilt
Arenosol,7.0,43.8,36.2,0.827,6.5,165.1,0.0367,12.3,1.233,Pythium damping-off
Arenosol,5.81,38.1,20.7,0.561,10.6,86.6,0.0462,3.3,1.17,Fusarium wilt
Arenosol,6.92,31.9,34.8,0.897,14.8,172.4,0.0438,11.7,1.295,Fusarium wilt
Regosol,6.57,36.6,28.6,0.73,15.8,63.5,0.022,6.7,1.083,Pythium damping-off
Arenosol,5.18,34.1,21.9,0.315,15.0,198.6,0.043,7.6,1.071,Root-knot nematodes
Lixisol,6.83,37.0,30.1,0.367,19.2,78.7,0.0253,11.6,1.035,Root-knot nematodes
Arenosol,6.02,42.8,32.7,0.442,14.0,146.6,0.039,10.8,1.209,Rhizoctonia root rot
Arenosol,5.48,42.4,13.5,0.47,6.5,126.5,0.0317,4.1,1.035,Charcoal rot
Vertisol,6.0,42.0,28.4,0.612,7.7,109.7,0.0477,6.1,1.251,Pythium damping-off
Arenosol,5.82,32.0,12.4,0.632,9.9,69.5,0.0224,14.9,1.205,Rhizoctonia root rot
Arenosol,6.27,29.1,21.2,0.251,16.4,65.4,0.0494,14.5,1.239,Root-knot nematodes
Lixisol,6.13,41.3,32.6,0.511,7.1,101.4,0.0223,14.3,1.165,Pythium damping-off
Arenosol,5.0,42.6,26.7,0.327,14.7,66.3,0.0456,4.7,1.035,Rhizoctonia root rot
Arenosol,6.58,41.9,13.2,0.795,14.9,185.5,0.0221,14.6,1.209,Rhizoctonia root rot
Arenosol,6.06,29.2,26.5,0.55,10.7,145.3,0.029,10.8,1.177,Pythium damping-off
Lixisol,6.67,41.5,18.1,0.971,16.0,87.0,0.0465,11.7,1.359,Pythium damping-off
Arenosol,5.85,30.3,17.1,0.543,7.3,106.7,0.0302,7.9,1.135,Fusarium wilt
Arenosol,6.63,28.6,33.7,0.816,11.5,60.1,0.0304,6.6,1.152,Root-knot nematodes
Arenosol,5.53,33.7,31.1,0.506,20.0,192.3,0.0312,4.1,1.047,Fusarium wilt
Lixisol,5.87,43.0,38.1,0.931,16.3,179.3,0.0343,12.5,1.34,Root-knot nematodes
Arenosol,6.56,34.6,39.3,0.369,5.3,64.8,0.0364,10.1,1.108,Root-knot nematodes
Arenosol,6.48,34.8,10.1,0.497,14.4,158.8,0.0273,6.1,1.046,Root-knot nematodes
Arenosol,5.41,28.6,30.8,0.208,7.1,103.0,0.0423,12.9,1.129,Pythium damping-off
Arenosol,6.07,35.8,31.4,0.81,9.1,102.0,0.0478,14.4,1.415,Root-knot nematodes
Arenosol,6.31,30.1,18.0,0.606,14.9,108.2,0.0484,5.4,1.213,Rhizoctonia root rot
Plinthosol,5.51,38.7,35.2,0.599,14.0,91.9,0.0211,4.9,1.022,Pythium damping-off
Vertisol,6.64,43.1,11.1,0.897,18.8,81.8,0.0474,13.1,1.363,Rhizoctonia root rot
Plinthosol,5.06,39.3,19.8,0.424,9.7,195.3,0.0462,4.7,1.073,Root-knot nematodes
Arenosol,5.74,36.1,20.8,0.464,5.0,178.1,0.0351,14.3,1.214,Charcoal rot
Arenosol,6.01,34.0,35.9,0.518,11.0,177.4,0.0213,3.4,1.027,Rhizoctonia root rot
Lixisol,6.48,29.3,24.9,0.911,11.2,117.2,0.0484,13.6,1.398,Root-knot nematodes
Arenosol,6.61,38.4,16.3,0.655,5.6,51.9,0.0274,3.4,1.045,Rhizoctonia root rot
Arenosol,6.09,31.1,16.9,0.888,13.5,191.0,0.0381,6.9,1.278,Rhizoctonia root rot
Arenosol,6.4,32.3,32.5,0.733,16.2,198.3,0.0393,3.8,1.166,Pythium damping-off
Arenosol,5.91,40.9,35.9,0.35,19.1,60.0,0.0371,3.1,1.06,Pythium damping-off
Arenosol,5.25,38.0,15.1,0.43,8.6,52.5,0.036,13.5,1.149,Fusarium wilt
Lixisol,5.58,31.7,27.2,0.784,6.3,55.8,0.0498,7.2,1.288,Fusarium wilt
Lixisol,5.76,28.9,21.4,0.905,11.1,142.6,0.0347,4.9,1.221,Pythium damping-off
Lixisol,5.91,38.3,10.3,0.717,11.2,95.4,0.0444,6.9,1.264,Fusarium wilt
Arenosol,6.67,38.6,33.1,0.795,16.9,93.6,0.0294,13.5,1.228,Pythium damping-off
Lixisol,5.16,44.1,27.2,0.457,14.2,141.6,0.0426,13.5,1.189,Root-knot nematodes
Arenosol,5.68,35.1,29.9,0.645,13.3,157.0,0.0425,9.4,1.242,Rhizoctonia root rot
Plinthosol,6.37,31.4,30.7,0.308,18.4,197.6,0.0269,4.4,0.976,Root-knot nematodes
Vertisol,5.71,40.2,17.1,0.219,15.3,199.7,0.0276,9.8,1.034,Root-knot nematodes
Plinthosol,5.0,35.1,17.0,0.29,5.5,63.1,0.0295,8.4,0.976,Rhizoctonia root rot
Arenosol,6.21,34.1,29.8,0.906,13.2,70.4,0.0324,4.8,1.208,Rhizoctonia root rot
Plinthosol,6.45,33.2,38.5,0.56,8.6,173.9,0.0275,10.2,1.125,Fusarium wilt
Arenosol,6.7,43.1,25.3,0.237,8.7,104.5,0.0351,9.8,1.042,Charcoal rot
Lixisol,6.11,38.6,25.2,0.708,11.7,168.1,0.0416,5.2,1.221,Pythium damping-off
Arenosol,6.57,32.6,23.2,0.741,11.0,173.4,0.0211,3.6,1.039,Root-knot nematodes
Regosol,6.77,38.2,37.5,0.833,14.3,170.1,0.0298,8.1,1.159,Root-knot nematodes
Lixisol,6.07,38.1,39.7,0.85,18.5,112.0,0.0308,6.4,1.218,Rhizoctonia root rot
Arenosol,5.95,40.1,35.6,0.867,9.3,184.0,0.0495,6.7,1.341,Root-knot nematodes
Arenosol,5.77,41.1,16.3,0.281,14.8,70.8,0.033,12.9,1.132,Charcoal rot
Arenosol,5.72,28.9,19.0,0.543,12.1,162.4,0.0295,9.1,1.133,Fusarium wilt
Arenosol,5.6,30.5,20.1,0.768,11.1,125.2,0.0416,9.4,1.266,Pythium damping-off
Plinthosol,5.86,33.9,28.9,0.439,17.5,68.6,0.0323,9.1,1.133,Rhizoctonia root rot
Lixisol,5.48,33.8,36.9,0.36,15.5,154.4,0.0236,3.3,0.941,Pythium damping-off
Regosol,5.86,39.3,27.8,0.921,15.9,127.9,0.0299,13.5,1.321,Root-knot nematodes
Arenosol,6.03,29.2,29.9,0.206,7.8,125.3,0.0274,3.7,0.973,Root-knot nematodes
Arenosol,5.02,34.5,11.6,0.941,12.9,65.5,0.0477,4.2,1.226,Rhizoctonia root rot
Plinthosol,5.85,34.0,29.8,0.545,12.4,51.6,0.0426,6.4,1.189,Root-knot nematodes
Plinthosol,5.85,42.9,39.0,0.829,9.3,137.7,0.0424,8.3,1.299,Pythium damping-off
Plinthosol,6.5,28.3,14.7,0.908,16.9,50.5,0.0265,13.8,1.265,Pythium damping-off
Arenosol,6.57,44.3,22.2,0.702,15.4,114.8,0.0285,12.2,1.187,Rhizoctonia root rot
Plinthosol,6.74,32.0,25.9,0.238,7.8,129.6,0.0202,14.9,1.017,Fusarium wilt
Arenosol,5.78,41.9,33.2,0.668,11.4,80.5,0.0271,3.5,1.087,Pythium damping-off
Arenosol,6.6,34.4,11.2,0.22,15.6,104.4,0.0449,10.8,1.12,Rhizoctonia root rot
Plinthosol,6.55,44.3,23.5,0.607,13.1,57.1,0.0273,4.0,1.045,Root-knot nematodes
Arenosol,6.49,43.3,10.2,0.27,14.9,176.7,0.0402,3.3,1.017,Rhizoctonia root rot
Lixisol,6.85,43.1,15.2,0.4,9.6,110.1,0.0453,14.7,1.203,Fusarium wilt
Vertisol,5.69,28.8,33.2,0.484,20.0,134.8,0.0306,6.6,1.086,Pythium damping-off
Arenosol,5.18,32.8,34.1,0.769,18.7,108.9,0.0457,11.5,1.277,Pythium damping-off
Lixisol,6.58,42.3,17.9,0.484,15.5,190.0,0.0206,3.3,0.955,Charcoal rot
Plinthosol,5.92,32.1,37.6,0.845,11.9,183.0,0.0355,7.1,1.254,Fusarium wilt
Arenosol,6.47,37.8,14.4,0.546,11.9,133.3,0.0494,6.5,1.199,Rhizoctonia root rot
Plinthosol,5.82,34.8,10.7,0.348,14.2,133.2,0.048,9.0,1.194,Rhizoctonia root rot
Arenosol,5.62,43.0,13.9,0.297,17.4,180.9,0.0377,3.4,1.023,Rhizoctonia root rot
Lixisol,5.69,38.1,10.0,0.684,11.3,153.9,0.0475,6.6,1.247,Rhizoctonia root rot
Arenosol,6.69,42.3,35.5,0.679,6.6,150.8,0.0416,14.2,1.273,Root-knot nematodes
Arenosol,5.84,28.4,38.1,0.564,5.3,150.4,0.0259,5.1,1.076,Root-knot nematodes
Regosol,6.17,41.9,38.6,0.28,11.3,64.4,0.0258,12.0,1.081,Pythium damping-off
Plinthosol,5.15,30.9,31.3,0.493,16.5,174.3,0.0353,5.5,1.047,Fusarium wilt
Arenosol,5.92,33.1,17.9,0.897,18.3,72.8,0.0261,10.6,1.26,Charcoal rot
Plinthosol,6.18,43.5,33.6,0.434,17.8,95.5,0.0266,11.1,1.119,Charcoal rot
Regosol,5.07,35.7,21.2,0.376,16.4,176.6,0.0316,7.7,1.012,Fusarium wilt
Regosol,5.76,32.7,18.5,0.822,8.4,72.2,0.0202,10.9,1.189,Charcoal rot
Plinthosol,6.36,37.9,36.2,0.3,19.6,197.1,0.0413,11.4,1.154,Charcoal rot
Plinthosol,6.02,40.3,20.8,0.761,19.3,192.8,0.0364,14.7,1.341,Rhizoctonia root rot
Arenosol,5.0,44.3,12.0,0.653,19.6,72.0,0.0373,4.8,1.083,Fusarium wilt
Plinthosol,5.72,31.9,22.1,0.592,9.9,109.4,0.0251,3.6,1.047,Pythium damping-off
Plinthosol,6.29,34.6,34.3,0.32,7.8,91.7,0.0232,14.3,1.097,Fusarium wilt
Plinthosol,6.34,29.3,16.2,0.601,14.1,153.3,0.0264,4.9,1.07,Pythium damping-off
Arenosol,6.08,28.4,27.8,0.977,8.6,85.3,0.0221,7.4,1.216,Rhizoctonia root rot
Lixisol,6.47,28.6,17.7,0.606,11.0,97.4,0.027,11.9,1.156,Pythium damping-off
Arenosol,6.94,37.4,29.2,0.213,16.6,108.2,0.0463,9.8,1.079,Fusarium wilt
Arenosol,6.76,43.4,34.4,0.887,13.8,161.2,0.0458,10.2,1.301,Pythium damping-off
Arenosol,5.03,36.6,25.0,0.881,14.6,117.2,0.0462,14.8,1.342,Fusarium wilt
Arenosol,6.57,36.8,16.1,0.47,11.5,193.0,0.0382,7.0,1.108,Fusarium wilt
Lixisol,5.22,41.4,10.5,0.957,10.1,104.6,0.0415,8.0,1.265,Rhizoctonia root rot
Arenosol,5.55,34.3,26.1,0.73,9.3,153.9,0.0391,4.8,1.173,Root-knot nematodes
Lixisol,6.55,40.3,27.2,0.761,9.9,156.8,0.0223,9.3,1.132,Fusarium wilt
Plinthosol,5.86,30.6,23.0,0.325,14.6,117.0,0.028,10.4,1.09,Rhizoctonia root rot
Regosol,5.44,31.6,15.5,0.697,13.8,56.1,0.0264,9.9,1.144,Root-knot nematodes
Lixisol,5.89,33.6,24.7,0.285,5.7,198.0,0.0272,7.3,1.035,Root-knot nematodes
Arenosol,6.23,35.3,39.5,0.707,6.0,92.2,0.032,13.6,1.262,Pythium damping-off
Arenosol,5.68,40.0,16.9,0.874,11.9,154.5,0.0263,9.1,1.209,Rhizoctonia root rot
Vertisol,6.37,39.4,18.4,0.349,15.7,187.3,0.0374,8.9,1.11,Charcoal rot
Plinthosol,5.51,29.9,35.2,0.62,11.7,85.9,0.0374,12.8,1.232,Root-knot nematodes
Arenosol,5.67,28.9,29.2,0.293,7.4,186.8,0.0475,9.4,1.166,Root-knot nematodes
Lixisol,6.18,29.9,33.1,0.718,15.9,84.9,0.0227,13.1,1.208,Rhizoctonia root rot
Arenosol,5.47,39.4,11.4,0.349,10.2,136.0,0.0353,9.5,1.09,Rhizoctonia root rot
Lixisol,6.02,34.4,36.4,0.709,9.6,59.4,0.0446,9.1,1.299,Fusarium wilt
Arenosol,6.35,42.6,20.3,0.525,10.2,136.5,0.0383,10.7,1.195,Charcoal rot
Lixisol,6.36,37.6,35.5,0.427,15.5,109.8,0.0277,9.6,1.086,Fusarium wilt
Lixisol,5.8,28.5,12.3,0.398,18.7,189.5,0.0424,12.8,1.224,Rhizoctonia root rot
Lixisol,7.0,42.8,36.3,0.201,10.6,162.5,0.0398,10.4,1.038,Pythium damping-off
Lixisol,6.53,40.4,20.7,0.446,20.0,94.1,0.0216,14.1,1.1,Rhizoctonia root rot
Lixisol,5.83,31.7,39.3,0.259,14.7,142.8,0.0452,3.6,1.08,Rhizoctonia root rot
Arenosol,6.47,44.1,12.8,0.308,19.7,96.3,0.036,8.8,1.078,Fusarium wilt
Lixisol,5.45,36.2,14.0,0.806,5.2,158.9,0.0473,3.2,1.213,Charcoal rot
Arenosol,6.55,34.3,16.3,0.332,19.8,59.2,0.0348,11.8,1.111,Rhizoctonia root rot
Arenosol,5.4,43.7,17.7,0.396,5.3,133.1,0.0234,3.3,0.943,Charcoal rot
Arenosol,5.68,33.0,28.4,0.262,18.5,132.6,0.0411,10.0,1.127,Pythium damping-off
Arenosol,5.25,43.0,17.6,0.535,10.9,119.2,0.0246,10.3,1.07,Fusarium wilt
Plinthosol,6.06,29.2,29.3,0.991,15.4,68.3,0.0323,7.9,1.291,Charcoal rot
Plinthosol,6.74,43.8,18.3,0.694,8.0,83.1,0.0213,5.1,1.03,Charcoal rot
Arenosol,6.51,36.8,15.4,0.735,14.5,161.2,0.044,9.1,1.255,Fusarium wilt
Arenosol,6.41,42.2,21.3,0.722,15.3,152.1,0.0455,3.7,1.198,Pythium damping-off
Arenosol,5.8,30.0,13.5,0.443,17.9,199.0,0.0417,7.8,1.167,Charcoal rot
Arenosol,5.0,40.8,10.9,0.247,19.2,76.8,0.0334,3.8,0.926,Pythium damping-off
Lixisol,6.0,28.8,32.0,0.798,17.2,148.4,0.036,5.3,1.226,Pythium damping-off
Arenosol,5.95,41.3,23.1,0.471,8.4,143.7,0.0238,15.0,1.179,Fusarium wilt
Arenosol,6.4,34.2,27.0,0.601,14.4,165.4,0.0327,9.0,1.157,Fusarium wilt
Arenosol,5.54,38.4,19.5,0.877,13.5,58.7,0.0358,9.9,1.263,Fusarium wilt
Arenosol,6.02,33.5,34.1,0.48,6.6,166.1,0.033,4.3,1.097,Pythium damping-off
Arenosol,6.84,39.1,11.1,0.602,12.4,55.3,0.0429,6.7,1.144,Rhizoctonia root rot
Plinthosol,6.57,39.5,15.2,0.735,19.7,143.5,0.0262,9.3,1.144,Fusarium wilt
Plinthosol,5.99,43.4,15.0,0.671,5.5,153.3,0.0286,14.2,1.262,Pythium damping-off
Arenosol,5.6,44.8,35.7,0.205,19.5,112.2,0.0303,3.5,0.95,Fusarium wilt
Arenosol,5.3,33.8,22.5,0.37,10.6,141.6,0.0302,8.5,1.036,Fusarium wilt
Plinthosol,6.03,31.2,30.7,0.636,8.9,177.1,0.0391,11.9,1.281,Root-knot nematodes
Arenosol,6.01,34.6,15.8,0.622,7.3,173.3,0.04,9.6,1.254,Fusarium wilt
Arenosol,5.45,37.1,33.4,0.572,19.3,69.5,0.0375,8.9,1.16,Root-knot nematodes
Arenosol,6.3,42.9,21.8,0.226,9.2,124.3,0.0273,13.8,1.085,Root-knot nematodes
Regosol,6.2,35.9,33.7,0.24,19.8,124.9,0.0427,5.9,1.087,Root-knot nematodes
Arenosol,5.7,44.3,13.0,0.375,17.4,164.6,0.0293,13.3,1.136,Fusarium wilt
Arenosol,5.87,39.7,38.1,0.949,9.5,183.7,0.0298,6.8,1.242,Root-knot nematodes
Arenosol,5.66,41.7,26.6,0.723,12.5,160.5,0.0467,11.3,1.314,Fusarium wilt
Arenosol,6.44,28.1,28.4,0.738,12.1,179.8,0.0438,14.1,1.328,Charcoal rot
Arenosol,6.83,41.1,35.2,0.34,15.6,126.3,0.0461,13.7,1.178,Charcoal rot
Vertisol,6.03,32.3,37.3,0.257,19.8,185.2,0.0409,10.2,1.155,Pythium damping-off
Lixisol,6.25,34.3,12.6,0.633,8.9,124.4,0.0446,13.4,1.312,Root-knot nematodes
Arenosol,5.84,35.7,12.4,0.997,6.8,54.8,0.0486,14.3,1.465,Rhizoctonia root rot
Arenosol,5.85,42.6,26.1,0.499,16.9,103.5,0.0415,5.7,1.159,Fusarium wilt
Lixisol,5.0,31.5,22.5,0.213,8.0,96.4,0.0444,14.9,1.129,Root-knot nematodes
Arenosol,5.59,39.1,30.3,0.595,19.7,170.3,0.0462,13.8,1.299,Rhizoctonia root rot
Arenosol,5.8,29.5,18.9,0.97,6.9,170.3,0.0433,11.4,1.383,Fusarium wilt
Arenosol,6.09,38.0,34.5,0.442,10.2,88.2,0.0332,5.1,1.092,Rhizoctonia root rot
Plinthosol,6.21,43.8,26.7,0.998,14.2,113.1,0.0472,3.0,1.302,Root-knot nematodes
Arenosol,5.86,34.0,35.1,0.416,8.8,144.1,0.0358,13.6,1.207,Fusarium wilt
Vertisol,5.12,29.0,19.8,0.962,11.2,162.6,0.0254,3.9,1.105,Rhizoctonia root rot
Arenosol,6.58,38.6,14.7,0.257,15.3,154.7,0.0248,8.4,0.979,Fusarium wilt
Regosol,5.66,41.5,14.3,0.989,19.6,64.9,0.0295,7.2,1.235,Pythium damping-off
Arenosol,6.0,37.1,12.8,0.848,9.5,106.4,0.0383,9.6,1.311,Fusarium wilt
Lixisol,5.38,37.4,13.6,0.501,9.4,119.7,0.0214,12.8,1.087,Fusarium wilt
Plinthosol,6.05,30.7,28.7,0.513,7.1,140.1,0.0405,14.1,1.28,Root-knot nematodes
Regosol,5.84,40.1,21.6,0.509,10.1,177.1,0.0222,4.3,1.027,Fusarium wilt
Arenosol,5.87,36.3,19.7,0.425,8.5,51.8,0.0403,8.0,1.162,Charcoal rot
Plinthosol,5.88,41.2,32.9,0.505,12.4,65.1,0.0399,7.6,1.18,Pythium damping-off
Vertisol,6.74,36.8,15.1,0.751,7.9,156.1,0.0218,4.9,1.047,Fusarium wilt
Arenosol,6.06,30.0,20.6,0.925,19.7,148.0,0.0283,10.5,1.281,Root-knot nematodes
Arenosol,5.54,40.9,36.2,0.768,17.2,174.9,0.0307,12.7,1.239,Charcoal rot
Lixisol,6.21,29.2,26.5,0.292,19.7,77.8,0.0416,14.4,1.208,Pythium damping-off
Arenosol,5.0,29.6,31.1,0.821,11.0,109.7,0.0441,12.9,1.283,Pythium damping-off
Regosol,6.12,41.4,31.5,0.783,14.5,182.2,0.046,13.2,1.375,Fusarium wilt
Arenosol,7.0,44.7,33.0,0.477,14.4,126.5,0.0359,6.2,1.042,Pythium damping-off
Lixisol,5.0,39.9,23.6,0.807,15.8,93.3,0.0264,12.8,1.171,Fusarium wilt
Arenosol,6.13,32.7,34.1,0.341,18.9,130.4,0.0262,3.2,0.989,Pythium damping-off
Regosol,5.13,41.6,39.4,0.327,17.0,93.7,0.0358,4.8,0.989,Root-knot nematodes
Regosol,5.77,43.3,10.7,0.406,12.7,120.4,0.0388,13.4,1.21,Charcoal rot
Lixisol,5.37,31.1,29.0,0.903,18.1,195.1,0.0468,5.6,1.263,Rhizoctonia root rot
Regosol,6.09,38.1,17.6,0.305,14.9,75.7,0.0485,7.0,1.167,Charcoal rot
Arenosol,6.14,29.8,28.8,0.289,12.1,173.2,0.0221,6.8,0.997,Pythium damping-off
Regosol,5.13,35.0,14.6,0.6,18.0,181.2,0.0291,6.4,1.053,Charcoal rot
Arenosol,6.61,33.0,24.6,0.879,18.4,53.9,0.039,8.3,1.247,Fusarium wilt
Plinthosol,7.0,44.3,30.2,0.608,19.9,136.8,0.0462,11.0,1.206,Pythium damping-off
Arenosol,6.32,38.2,18.9,0.433,7.0,160.4,0.0203,12.2,1.082,Fusarium wilt
Arenosol,6.01,37.2,29.2,0.487,11.5,103.1,0.0277,4.8,1.076,Charcoal rot
Arenosol,5.67,43.1,31.1,0.791,14.8,108.3,0.0203,14.7,1.223,Rhizoctonia root rot
Regosol,5.16,30.7,31.7,0.527,19.3,73.0,0.0212,10.9,1.046,Root-knot nematodes
Lixisol,5.85,36.6,28.0,0.77,17.3,142.9,0.0426,6.7,1.261,Rhizoctonia root rot
Arenosol,6.17,36.8,11.6,0.895,5.6,140.5,0.0252,3.9,1.155,Rhizoctonia root rot
Plinthosol,5.54,33.2,35.0,0.863,16.7,61.0,0.0398,5.7,1.228,Rhizoctonia root rot
Vertisol,5.73,44.5,17.9,0.628,17.4,104.9,0.0333,11.9,1.22,Rhizoctonia root rot
Vertisol,6.04,41.6,31.7,0.408,12.8,128.2,0.022,11.2,1.1,Charcoal rot
Arenosol,6.27,36.7,27.4,0.905,10.3,91.7,0.0441,10.4,1.347,Rhizoctonia root rot
Plinthosol,5.0,39.9,10.6,0.943,7.2,119.1,0.0298,7.4,1.16,Pythium damping-off
Plinthosol,6.54,41.5,10.1,0.503,10.6,189.1,0.0343,8.6,1.118,Pythium damping-off
Lixisol,6.57,31.0,31.8,0.216,7.2,119.1,0.0314,14.0,1.083,Root-knot nematodes
Arenosol,6.59,41.7,34.9,0.481,12.0,87.7,0.0492,13.2,1.255,Root-knot nematodes
Plinthosol,5.83,41.3,36.1,0.392,15.8,188.8,0.0462,5.8,1.154,Fusarium wilt
Lixisol,6.48,33.2,21.2,0.41,6.6,52.7,0.0425,7.2,1.126,Charcoal rot
Lixisol,7.0,29.5,16.4,0.859,9.4,65.3,0.0338,7.3,1.158,Rhizoctonia root rot
Lixisol,5.43,29.2,30.0,0.624,10.0,169.2,0.035,6.9,1.132,Charcoal rot
