pH,N,P,K,humidite,texture_du_sol,culture
6.41,36.41,18.72,83.47,32.95,sablo-argileux,sorgho
6.27,44.69,21.42,87.68,23.79,sablo-argileux,sorgho
5.03,58.55,21.78,80.93,66.34,argileux,riz
5.16,75.27,46.62,88.33,62.7,argileux,riz
5.18,60.86,37.73,78.34,32.51,argileux,riz
6.83,50.91,27.78,129.98,29.1,limono-argileux,sorgho
6.31,44.95,22.69,76.46,14.85,sableux,niebe
6.12,65.01,31.82,86.38,49.82,argileux,riz
6.89,27.31,15.27,58.67,14.83,sablo-argileux,niebe
6.46,63.79,48.85,111.92,68.44,argileux,riz
5.97,42.73,49.28,122.68,45.42,limoneux,riz
5.71,41.2,19.51,106.88,15.55,sablo-argileux,mil
6.14,43.47,15.3,97.95,19.07,sablo-argileux,niebe
6.17,21.38,24.12,97.84,10.84,sableux,mil
6.09,35.4,37.58,93.9,15.54,limono-argileux,sorgho
6.98,41.37,16.46,74.14,17.14,sablo-argileux,niebe
5.99,72.94,45.25,93.06,42.74,limoneux,riz
6.85,29.14,21.32,68.23,11.69,sableux,mil
5.67,25.61,17.02,104.78,15.89,sableux,mil
6.74,49.27,10.74,79.95,23.09,sablo-argileux,niebe
6.16,44.36,17.91,82.27,21.09,sableux,niebe
6.93,35.4,34.09,62.4,16.06,sablo-limoneux,arachide
6.16,31.43,22.21,66.16,22.07,sablo-limoneux,arachide
5.51,21.12,12.77,50.39,22.81,sablo-argileux,mil
6.41,51.02,37.13,109.28,33.1,limoneux,riz
5.94,30.92,31.6,102.41,27.46,limono-argileux,sorgho
6.07,71.84,35.43,81.53,59.14,limoneux,riz
5.79,67.01,28.64,81.55,43.77,argileux,riz
5.82,76.67,37.44,60.61,38.62,argileux,riz
5.81,21.75,22.41,60.13,15.99,sableux,arachide
6.73,42.13,10.6,80.67,18.54,sableux,mil
6.28,47.32,13.47,85.06,14.35,sableux,niebe
6.21,36.14,18.79,67.79,11.93,sablo-argileux,mil
6.44,58.32,29.39,106.03,34.29,argileux,riz
6.49,41.74,24.83,60.48,19.66,sablo-argileux,niebe
6.28,33.61,22.21,69.61,16.28,sablo-limoneux,arachide
6.43,26.34,20.98,53.59,24.85,sablo-argileux,niebe
6.05,23.61,14.18,89.37,29.99,sablo-argileux,mil
5.2,67.1,31.42,125.53,59.12,argileux,riz
6.72,57.76,37.91,87.79,24.23,limono-argileux,sorgho
6.39,44.88,16.19,60.02,12.19,sableux,niebe
6.42,29.06,25.27,102.92,17.46,sablo-argileux,mil
7.15,35.74,16.91,61.07,20.11,sablo-argileux,niebe
5.57,30.75,28.88,51.47,14.29,sablo-limoneux,arachide
7.49,55.53,37.67,90.24,28.33,sablo-argileux,sorgho
6.82,24.65,30.0,49.89,17.63,sableux,arachide
6.76,36.1,21.3,50.51,12.13,sablo-limoneux,arachide
7.11,30.52,26.06,103.89,29.82,sablo-argileux,sorgho
6.12,22.28,23.04,73.42,23.21,sablo-argileux,niebe
6.17,42.74,15.41,52.46,21.52,sableux,niebe
6.92,30.92,27.91,54.04,21.81,sableux,arachide
5.07,73.95,43.91,106.99,46.28,argileux,riz
5.86,58.12,45.68,77.48,48.0,limoneux,riz
6.72,30.64,10.62,80.04,14.72,sablo-argileux,niebe
6.08,23.38,24.97,83.82,19.09,sableux,arachide
7.34,55.41,34.84,83.37,19.85,limono-argileux,sorgho
6.86,23.48,32.19,72.09,12.99,sableux,arachide
6.54,32.62,39.45,75.01,27.92,sablo-argileux,sorgho
6.09,17.37,21.98,55.3,18.06,sableux,arachide
5.84,75.39,23.77,131.44,32.7,argileux,riz
5.68,61.73,22.92,121.67,38.59,limoneux,riz
5.79,28.37,16.51,64.12,12.9,sableux,arachide
6.17,61.3,31.26,104.95,57.47,limoneux,riz
5.68,21.06,18.49,80.53,24.45,sableux,arachide
6.37,36.35,36.77,113.04,30.99,limono-argileux,sorgho
7.22,31.04,19.64,72.5,27.38,sablo-argileux,sorgho
6.4,30.74,17.29,89.45,18.39,sableux,arachide
6.16,38.09,25.25,78.8,13.37,sablo-argileux,mil
6.64,47.56,18.32,65.54,20.78,sablo-argileux,niebe
5.03,52.1,25.78,78.01,69.77,limoneux,riz
5.63,26.07,22.57,72.26,14.16,sablo-limoneux,arachide
6.98,35.94,18.64,85.82,13.22,sablo-argileux,niebe
6.67,46.21,13.78,89.29,20.97,sableux,mil
6.21,59.71,38.34,65.12,15.94,sablo-argileux,sorgho
6.7,22.82,16.55,42.51,16.0,sablo-limoneux,arachide
6.69,44.26,18.84,97.33,24.96,sablo-argileux,niebe
5.04,79.46,22.26,94.75,65.52,argileux,riz
6.4,46.18,36.38,93.46,27.72,sablo-argileux,sorgho
6.93,38.52,12.88,96.49,14.87,sablo-argileux,niebe
7.23,41.28,30.83,71.6,30.68,limono-argileux,sorgho
6.97,39.57,25.35,57.64,22.89,sablo-argileux,mil
7.4,30.46,18.97,95.15,21.17,sablo-argileux,sorgho
6.24,59.28,24.52,118.03,27.94,sablo-argileux,sorgho
7.0,28.11,16.07,51.38,21.66,sablo-argileux,mil
5.7,33.0,14.2,78.07,25.56,sableux,mil
6.48,75.44,24.03,62.36,41.54,argileux,riz
5.62,22.37,33.47,54.26,11.77,sableux,arachide
6.88,18.5,19.33,68.36,22.31,sablo-limoneux,arachide
6.22,45.47,23.95,79.18,18.21,sablo-argileux,mil
6.56,43.77,21.06,90.7,15.74,sableux,niebe
6.06,35.39,20.98,78.13,11.38,sablo-limoneux,arachide
5.27,66.44,31.21,86.15,68.89,limoneux,riz
6.04,27.96,10.09,61.0,23.98,sablo-argileux,mil
6.88,45.68,32.31,60.39,25.27,sablo-argileux,sorgho
6.31,37.49,33.51,80.34,11.83,sableux,arachide
5.97,43.04,25.87,56.93,16.52,sableux,mil
6.66,33.31,24.45,57.08,15.74,sablo-argileux,mil
6.9,35.86,21.09,87.28,28.23,sablo-argileux,mil
5.43,77.19,37.96,142.49,47.09,argileux,riz
6.67,19.4,27.35,57.12,14.11,sableux,arachide
6.39,64.0,37.25,75.39,31.71,limoneux,riz
6.88,48.92,14.3,73.41,18.06,sablo-argileux,niebe
6.0,32.2,14.37,79.2,13.68,sablo-argileux,mil
5.55,54.82,38.23,72.48,37.47,argileux,riz
7.13,31.33,27.42,64.16,30.88,limono-argileux,sorgho
5.4,56.99,32.05,113.97,57.24,argileux,riz
5.28,52.86,47.26,119.58,32.36,argileux,riz
6.82,44.2,37.36,60.74,25.57,sablo-argileux,sorgho
6.89,15.83,19.9,63.46,10.38,sableux,arachide
6.61,41.94,37.63,94.41,16.55,sablo-argileux,sorgho
7.08,45.32,16.61,60.88,32.75,sablo-argileux,sorgho
6.62,51.04,26.87,109.49,19.17,limono-argileux,sorgho
5.94,49.86,34.81,129.13,42.5,argileux,riz
6.96,52.69,29.16,67.72,19.74,sablo-argileux,sorgho
6.13,49.01,29.18,87.51,20.25,sablo-argileux,mil
6.29,36.26,32.2,82.52,16.76,sableux,arachide
6.85,30.62,29.42,63.46,21.45,sablo-limoneux,arachide
7.0,39.27,12.8,53.59,19.85,sableux,niebe
6.01,36.18,24.24,56.25,15.11,sableux,mil
5.59,24.76,10.02,111.76,28.75,sablo-argileux,mil
5.57,42.38,19.34,94.38,24.9,sablo-argileux,mil
6.01,49.95,16.04,98.0,18.88,sablo-argileux,sorgho
6.43,44.02,33.55,83.69,22.28,limono-argileux,sorgho
6.64,25.86,15.49,62.71,20.0,sablo-argileux,niebe
6.33,26.1,20.75,73.86,23.2,sableux,niebe
6.24,23.19,20.13,60.58,18.87,sablo-argileux,niebe
6.28,39.07,27.41,106.67,25.65,limono-argileux,sorgho
5.82,64.49,26.94,89.37,46.74,argileux,riz
7.17,31.54,19.48,60.02,15.63,limono-argileux,sorgho
5.95,31.57,22.27,92.15,17.76,sablo-argileux,sorgho
5.17,79.06,41.7,70.84,39.38,limoneux,riz
5.42,40.61,43.52,118.79,44.92,limoneux,riz
5.46,69.7,37.1,76.62,35.3,limoneux,riz
6.62,30.83,19.48,52.71,24.32,sablo-argileux,niebe
5.13,79.36,25.32,140.97,51.29,limoneux,riz
6.59,25.27,19.45,48.61,12.14,sablo-limoneux,arachide
6.99,40.77,24.54,58.03,21.34,sableux,niebe
5.71,32.12,27.88,115.96,10.32,sableux,mil
6.22,16.73,15.22,82.53,11.35,sableux,arachide
6.34,38.65,29.86,73.18,17.0,sableux,arachide
5.08,53.83,47.85,148.71,42.46,argileux,riz
5.17,64.6,32.49,66.73,64.89,argileux,riz
6.22,49.61,17.26,50.75,16.51,sableux,mil
6.46,53.78,33.16,61.4,53.4,limoneux,riz
6.98,36.11,32.42,121.75,26.19,sablo-argileux,sorgho
7.17,25.27,18.14,63.18,23.94,sableux,niebe
5.71,48.81,11.8,111.22,19.05,sableux,mil
6.23,34.29,22.89,91.2,13.61,sablo-argileux,mil
6.89,45.84,32.23,115.48,21.05,sablo-argileux,sorgho
5.65,54.26,39.15,136.19,43.51,argileux,riz
6.94,34.48,33.48,71.54,22.02,sablo-limoneux,arachide
6.57,42.76,23.03,53.63,24.07,sablo-argileux,niebe
6.68,30.58,37.49,71.46,20.97,limono-argileux,sorgho
6.47,52.68,27.03,124.46,40.8,limoneux,riz
7.2,50.2,24.29,85.31,34.77,sablo-argileux,sorgho
6.78,43.62,14.92,51.71,18.67,sablo-argileux,niebe
5.63,62.9,39.94,67.87,58.24,limoneux,riz
5.81,47.56,29.49,108.64,28.07,sableux,mil
5.58,70.4,34.65,127.44,36.0,limoneux,riz
6.84,20.71,22.63,93.65,22.91,sableux,niebe
6.24,49.92,16.91,51.12,22.39,sablo-argileux,niebe
6.02,45.19,38.46,129.39,62.29,argileux,riz
6.57,46.66,20.7,79.09,23.39,sablo-argileux,sorgho
7.0,39.34,19.69,69.34,13.93,sablo-limoneux,arachide
6.52,25.15,11.48,72.23,14.84,sableux,mil
6.32,27.24,23.72,113.63,29.56,sablo-argileux,mil
6.27,34.27,15.64,78.55,22.09,sablo-limoneux,arachide
7.45,59.26,19.35,111.99,31.99,limono-argileux,sorgho
6.03,76.81,26.53,145.92,30.35,limoneux,riz
5.87,32.08,29.23,63.57,26.9,sableux,mil
6.99,21.56,29.26,79.11,18.48,sablo-limoneux,arachide
6.94,45.2,23.24,97.77,25.45,sableux,mil
6.28,20.35,14.32,54.72,10.14,sableux,mil
6.59,38.93,24.32,40.97,19.73,sableux,arachide
6.98,42.78,19.5,69.7,21.46,sablo-argileux,niebe
6.66,38.66,28.89,80.64,21.34,sableux,arachide
6.96,38.04,34.75,75.68,24.11,sablo-argileux,sorgho
6.92,48.08,14.41,86.52,21.39,sableux,niebe
7.12,46.4,10.96,63.69,13.83,sablo-argileux,niebe
5.13,72.8,49.01,81.61,46.5,argileux,riz
6.21,35.71,22.1,88.45,31.98,sablo-argileux,sorgho
7.28,39.06,34.21,120.69,17.77,limono-argileux,sorgho
6.22,30.0,33.21,77.74,19.97,sableux,arachide
6.42,66.0,30.03,76.32,58.2,argileux,riz
7.37,58.6,20.4,77.44,26.54,limono-argileux,sorgho
7.31,31.86,37.89,105.91,34.05,limono-argileux,sorgho
5.97,24.27,19.87,76.09,12.8,sableux,mil
6.13,44.16,24.18,109.98,51.77,limoneux,riz
6.26,44.37,33.56,83.53,31.74,limono-argileux,sorgho
6.66,38.68,29.36,122.48,28.47,sablo-argileux,sorgho
6.09,42.12,28.16,84.6,27.26,sablo-argileux,mil
5.88,24.35,26.0,70.68,11.29,sableux,mil
6.79,31.22,20.13,118.31,20.15,sablo-argileux,sorgho
6.93,40.69,25.33,114.26,24.2,sablo-argileux,mil
6.58,24.71,19.75,54.39,21.81,sableux,niebe
6.19,27.37,26.84,51.74,13.79,sableux,mil
6.28,15.06,19.82,66.19,24.9,sablo-limoneux,arachide
6.42,38.86,28.89,116.56,30.77,limono-argileux,sorgho
5.9,16.01,22.16,84.29,24.47,sableux,arachide
6.81,20.68,28.71,61.09,24.19,sablo-limoneux,arachide
7.23,48.42,15.59,96.55,24.8,sablo-argileux,sorgho
6.23,25.41,10.14,53.95,15.69,sablo-argileux,niebe
7.09,35.08,22.07,62.76,17.1,sablo-argileux,niebe
6.6,36.68,24.1,96.28,23.81,sablo-argileux,niebe
6.06,39.73,18.21,54.99,14.53,sableux,niebe
6.45,30.38,13.61,79.95,17.94,sableux,niebe
6.47,34.32,27.68,49.83,13.23,sableux,arachide
6.64,34.78,15.84,79.62,23.84,sablo-argileux,niebe
6.83,39.1,17.82,129.53,30.05,sablo-argileux,sorgho
7.19,32.78,19.88,87.64,21.72,sablo-argileux,niebe
7.07,30.89,18.3,58.18,16.69,sableux,niebe
6.1,20.95,28.51,57.42,24.94,sablo-limoneux,arachide
6.31,46.04,26.44,104.64,24.71,sableux,mil
5.07,52.96,28.89,79.64,30.14,limoneux,riz
6.93,49.22,19.97,92.15,23.89,sablo-argileux,niebe
6.95,42.33,23.42,79.74,20.41,limono-argileux,sorgho
6.32,40.26,37.23,75.69,16.29,limono-argileux,sorgho
5.86,23.84,12.21,56.86,18.8,sableux,mil
7.39,42.7,22.97,87.12,28.97,limono-argileux,sorgho
6.94,44.58,21.12,84.62,12.89,sablo-argileux,niebe
6.05,28.52,15.83,70.82,17.58,sableux,niebe
5.63,26.96,17.48,101.63,19.12,sableux,mil
5.37,55.36,43.68,121.42,63.1,argileux,riz
7.18,36.29,19.66,78.39,17.05,sableux,niebe
5.62,18.31,16.18,59.03,20.58,sablo-limoneux,arachide
6.3,31.23,23.49,78.27,15.77,sablo-argileux,mil
6.75,38.36,24.98,80.5,20.39,sablo-argileux,niebe
6.53,42.96,28.73,64.86,32.68,limono-argileux,sorgho
6.32,43.04,25.78,115.71,15.72,limono-argileux,sorgho
6.34,27.59,17.78,98.37,22.12,sablo-argileux,mil
6.82,30.0,24.51,78.3,24.18,sablo-argileux,niebe
6.36,40.45,11.43,88.32,25.23,sableux,mil
7.12,32.23,17.36,95.23,14.76,sablo-argileux,niebe
6.23,40.48,16.24,56.91,15.52,sableux,niebe
5.64,23.04,17.69,41.27,20.65,sablo-limoneux,arachide
6.22,20.68,21.89,73.6,24.37,sableux,arachide
6.35,45.2,33.7,83.95,17.3,sablo-argileux,sorgho
6.21,21.08,26.63,97.12,20.78,sableux,mil
5.9,57.92,33.35,97.99,53.56,limoneux,riz
6.67,34.0,12.11,57.16,18.35,sableux,niebe
6.53,20.38,26.89,88.87,16.45,sableux,mil
6.77,45.4,21.03,123.84,33.49,limono-argileux,sorgho
6.6,21.67,17.9,71.02,24.02,sableux,mil
5.76,66.9,22.87,78.92,49.84,limoneux,riz
6.13,58.44,16.04,60.47,32.32,limono-argileux,sorgho
5.83,52.31,23.65,104.22,28.68,sablo-argileux,sorgho
6.9,43.84,36.37,102.51,21.03,limono-argileux,sorgho
6.08,24.11,26.8,110.67,10.34,sablo-argileux,mil
5.54,24.81,30.95,47.43,13.86,sablo-limoneux,arachide
5.53,37.49,30.7,78.0,20.98,sablo-limoneux,arachide
6.26,38.47,21.64,55.05,21.78,sableux,arachide
6.75,28.83,15.01,87.52,20.54,sablo-argileux,niebe
6.11,57.78,43.51,86.56,33.06,limoneux,riz
6.64,40.98,26.9,77.31,27.93,sablo-argileux,mil
6.81,35.79,10.33,58.79,20.38,sableux,niebe
6.12,33.77,27.1,76.17,15.84,sablo-argileux,mil
6.49,49.29,22.56,85.66,18.7,sablo-argileux,niebe
5.12,57.82,36.1,110.1,31.61,limoneux,riz
5.22,60.88,41.25,128.83,56.43,argileux,riz
6.12,31.27,12.3,73.44,23.84,sablo-argileux,niebe
6.43,34.0,18.83,62.49,13.56,sablo-argileux,mil
5.72,35.05,26.56,75.92,14.97,sablo-argileux,mil
5.68,45.27,35.6,111.22,59.8,limoneux,riz
5.99,52.6,17.31,115.23,28.7,limono-argileux,sorgho
5.33,43.88,25.86,100.56,33.78,argileux,riz
6.79,22.65,28.37,84.22,13.13,sablo-limoneux,arachide
5.8,44.09,22.96,51.32,16.6,sablo-argileux,mil
7.26,42.06,27.03,78.74,21.07,limono-argileux,sorgho
6.06,51.28,18.06,123.91,29.36,limono-argileux,sorgho
7.14,44.33,16.79,69.39,15.42,sablo-argileux,sorgho
5.79,56.51,49.0,73.89,46.95,argileux,riz
6.55,45.47,19.67,108.13,16.96,limono-argileux,sorgho
6.76,50.49,35.9,74.34,26.74,sablo-argileux,sorgho
7.06,44.65,23.47,106.86,31.08,sablo-argileux,sorgho
6.15,24.34,30.16,80.9,13.2,sableux,arachide
5.87,77.27,43.85,79.52,40.49,limoneux,riz
5.76,38.31,22.77,47.04,24.61,sablo-limoneux,arachide
5.83,29.54,16.1,60.54,17.03,sablo-limoneux,arachide
6.69,25.06,21.33,58.9,15.62,sablo-argileux,niebe
7.07,46.12,11.19,98.57,13.3,sablo-argileux,niebe
6.73,23.25,24.22,52.74,22.24,sableux,niebe
6.48,47.56,38.41,124.6,20.05,limono-argileux,sorgho
6.26,26.2,23.18,97.99,13.48,sablo-argileux,niebe
6.29,21.86,33.41,72.51,22.87,sableux,arachide
6.95,25.3,30.65,60.41,15.34,sablo-limoneux,arachide
6.66,24.13,11.29,79.38,14.84,sablo-argileux,mil
7.26,58.59,39.74,82.58,23.49,sablo-argileux,sorgho
6.86,18.26,26.9,82.89,21.21,sableux,arachide
6.55,27.87,25.21,80.32,11.91,sablo-limoneux,arachide
5.36,64.07,42.99,99.34,51.05,limoneux,riz
6.75,43.68,29.68,92.72,11.82,sablo-argileux,mil
5.59,28.5,30.2,52.49,10.92,sableux,arachide
6.11,22.83,22.36,83.69,14.33,sablo-argileux,niebe
6.03,55.06,18.5,120.81,29.34,sablo-argileux,sorgho
5.85,43.72,17.44,64.24,24.35,sablo-argileux,mil
5.74,70.93,20.47,95.81,32.72,argileux,riz
6.31,42.12,12.92,96.13,16.6,sableux,niebe
6.45,53.9,23.57,137.93,55.8,argileux,riz
5.71,47.28,23.82,88.31,22.83,sableux,mil
7.15,32.22,15.66,104.19,22.0,sablo-argileux,sorgho
5.89,28.97,28.08,44.23,14.23,sablo-limoneux,arachide
6.53,33.11,26.8,111.3,15.49,limono-argileux,sorgho
6.88,35.58,11.37,77.42,15.33,sableux,niebe
7.3,47.81,17.48,62.87,31.65,limono-argileux,sorgho
7.38,32.43,24.97,101.9,29.61,sablo-argileux,sorgho
7.33,50.65,27.82,127.98,30.36,limono-argileux,sorgho
6.1,56.12,34.95,89.48,50.42,argileux,riz
6.5,42.74,20.69,53.59,14.26,sablo-argileux,niebe
6.84,36.23,30.93,63.23,21.09,sablo-argileux,sorgho
5.59,19.99,24.41,49.23,16.26,sablo-limoneux,arachide
5.84,21.35,15.25,77.76,11.75,sableux,arachide
6.77,33.31,24.83,55.35,21.59,sablo-argileux,niebe
6.59,21.05,23.69,95.48,12.57,sableux,mil
7.29,36.91,31.68,71.84,21.49,limono-argileux,sorgho
6.04,47.34,33.95,64.97,45.61,limoneux,riz
6.53,38.68,14.15,52.68,16.42,sableux,mil
5.91,34.42,21.38,110.8,28.54,sableux,mil
6.94,23.17,27.43,69.63,12.65,sablo-limoneux,arachide
5.29,45.67,25.61,139.04,38.62,argileux,riz
6.78,21.69,19.2,53.53,18.57,sablo-limoneux,arachide
6.45,39.42,30.27,84.92,20.09,sableux,arachide
6.09,36.5,19.85,120.5,22.65,sablo-argileux,sorgho
5.52,65.86,27.74,96.33,36.44,limoneux,riz
6.39,27.74,16.48,101.04,19.66,sableux,mil
6.04,57.8,26.95,114.78,31.65,sablo-argileux,sorgho
7.11,29.28,18.75,74.01,15.89,sableux,niebe
6.96,21.66,24.41,61.39,20.05,sableux,niebe
6.59,38.0,24.39,76.47,18.44,sableux,niebe
5.6,45.93,36.37,139.87,53.06,argileux,riz
6.16,50.66,46.97,60.43,40.51,argileux,riz
6.09,32.15,16.72,108.9,25.02,sablo-argileux,mil
5.37,77.01,24.72,132.91,65.81,limoneux,riz
6.76,37.03,12.4,53.08,22.12,sablo-argileux,niebe
7.0,31.89,17.43,77.2,27.74,limono-argileux,sorgho
6.52,35.48,33.19,88.95,23.9,sablo-limoneux,arachide
6.8,25.58,10.97,93.75,13.06,sableux,mil
5.87,38.78,38.55,82.6,18.47,sablo-argileux,sorgho
7.38,58.5,39.69,99.21,19.95,sablo-argileux,sorgho
6.4,33.8,17.62,57.87,21.86,sableux,arachide
6.39,21.76,18.88,93.5,14.09,sableux,niebe
6.06,43.37,16.01,57.37,17.99,sableux,niebe
6.1,38.2,23.79,99.05,21.92,sablo-argileux,niebe
5.99,48.79,29.22,92.66,10.59,sableux,mil
6.62,49.07,17.75,70.99,22.19,sablo-argileux,niebe
6.03,60.43,38.78,102.51,41.11,limoneux,riz
6.01,24.52,14.43,90.21,19.33,sablo-argileux,niebe
5.3,69.17,34.5,122.12,66.88,limoneux,riz
6.71,31.89,23.12,70.91,20.01,sablo-argileux,niebe
7.06,30.9,25.92,114.33,25.87,sablo-argileux,sorgho
5.78,24.68,28.79,58.61,28.61,sableux,mil
7.41,39.22,24.66,106.64,25.62,limono-argileux,sorgho
7.5,58.27,36.81,119.41,29.48,sablo-argileux,sorgho
6.9,33.27,24.76,97.41,14.01,sableux,niebe
5.92,29.72,16.78,54.44,27.72,sablo-argileux,mil
6.7,37.18,12.63,86.65,13.64,sableux,niebe
6.64,40.83,15.34,115.95,11.03,sableux,mil
5.81,63.14,48.84,79.69,34.3,argileux,riz
6.96,28.31,15.09,100.79,18.7,sableux,mil
6.24,24.54,12.06,61.59,14.26,sablo-argileux,niebe
6.6,36.95,17.57,59.88,20.26,sablo-argileux,niebe
6.92,39.59,23.19,80.48,21.79,sableux,arachide
5.52,63.48,47.45,149.27,43.88,limoneux,riz
6.5,33.65,13.0,53.68,29.1,sablo-argileux,mil
7.34,47.95,34.84,117.1,30.33,sablo-argileux,sorgho
6.51,40.06,28.29,96.97,27.83,sablo-argileux,sorgho
5.45,63.91,42.81,80.88,40.14,limoneux,riz
7.04,34.18,10.46,58.03,18.72,sablo-argileux,niebe
6.39,36.84,26.7,99.34,32.25,sablo-argileux,sorgho
6.66,28.58,29.32,115.46,29.9,sablo-argileux,mil
5.87,63.8,49.09,81.52,59.06,limoneux,riz
6.42,32.77,23.64,65.37,20.5,sableux,niebe
6.03,61.22,44.1,63.95,52.23,limoneux,riz
6.96,22.78,18.88,66.94,10.83,sableux,arachide
6.52,22.99,24.88,51.76,20.38,sableux,arachide
6.7,33.94,34.59,74.0,18.3,sablo-argileux,sorgho
6.69,42.48,10.23,84.91,22.51,sableux,niebe
6.87,46.82,10.02,96.99,12.75,sablo-argileux,niebe
6.14,47.98,24.74,65.6,51.01,limoneux,riz
6.66,43.61,26.55,90.72,21.46,limono-argileux,sorgho
5.91,52.46,39.36,127.97,15.01,sablo-argileux,sorgho
6.31,65.35,24.82,148.74,66.84,limoneux,riz
6.54,36.31,31.0,41.16,19.62,sablo-limoneux,arachide
6.83,50.61,21.25,69.4,20.74,limono-argileux,sorgho
5.8,49.54,35.29,74.11,19.72,limono-argileux,sorgho
6.37,36.52,24.68,97.72,22.61,sableux,niebe
6.6,42.05,17.25,73.05,22.08,sablo-argileux,niebe
6.35,29.49,18.66,97.81,15.89,sableux,niebe
5.87,56.99,38.79,135.29,46.77,argileux,riz
6.87,49.41,29.2,71.43,18.91,sablo-argileux,sorgho
6.74,44.83,11.9,114.8,14.34,sableux,mil
7.34,54.74,29.72,110.4,29.01,sablo-argileux,sorgho
6.85,36.56,33.76,75.29,19.55,sableux,arachide
6.22,48.01,12.61,93.53,13.83,sablo-argileux,niebe
6.12,49.82,38.97,83.87,28.92,sablo-argileux,sorgho
6.43,53.92,38.21,70.48,59.77,argileux,riz
5.84,49.54,31.81,72.05,41.09,argileux,riz
7.21,45.41,29.1,127.39,32.81,limono-argileux,sorgho
7.1,33.99,31.17,62.13,16.81,limono-argileux,sorgho
6.75,20.9,14.38,62.07,12.12,sableux,niebe
6.98,43.17,32.84,121.04,15.75,limono-argileux,sorgho
6.37,28.57,12.08,57.52,14.3,sableux,niebe
6.14,46.49,30.9,99.16,16.36,limono-argileux,sorgho
6.27,38.38,35.44,110.41,23.13,limono-argileux,sorgho
6.23,45.43,13.61,93.22,13.47,sablo-argileux,niebe
5.8,78.21,30.84,82.87,68.28,limoneux,riz
7.04,40.96,24.5,88.38,32.85,limono-argileux,sorgho
6.89,45.4,23.46,67.75,23.8,sableux,niebe
5.83,57.12,36.07,103.08,27.99,limono-argileux,sorgho
7.07,35.68,13.8,59.16,20.76,sablo-argileux,niebe
6.49,30.18,19.37,54.05,10.46,sablo-limoneux,arachide
6.16,39.77,10.12,83.21,18.53,sablo-argileux,niebe
6.48,44.15,24.88,67.34,19.91,sablo-argileux,sorgho
5.18,73.27,26.34,86.25,50.13,argileux,riz
6.08,24.32,24.96,92.92,27.88,sablo-argileux,mil
5.71,23.08,25.97,54.74,14.49,sablo-argileux,mil
6.1,56.65,20.58,143.37,65.43,argileux,riz
6.04,47.98,20.27,83.13,24.7,sableux,niebe
6.09,39.85,35.77,107.19,18.07,limono-argileux,sorgho
6.83,21.58,12.71,77.27,21.48,sableux,niebe
5.06,62.26,45.56,129.18,32.81,argileux,riz
6.21,56.0,39.34,63.86,29.44,limono-argileux,sorgho
6.91,44.76,20.62,75.13,13.47,sableux,niebe
5.35,59.42,47.14,132.58,34.81,limoneux,riz
6.22,68.06,37.62,81.16,61.62,argileux,riz
6.49,74.46,25.82,93.14,36.04,argileux,riz
7.16,31.46,15.62,73.92,16.23,sableux,niebe
6.76,55.56,33.79,98.42,24.35,limono-argileux,sorgho
5.65,72.75,47.35,78.45,65.44,argileux,riz
6.33,31.15,15.74,96.86,18.44,sableux,mil
6.16,36.74,31.27,61.85,23.43,sablo-limoneux,arachide
6.42,39.67,23.1,46.52,19.5,sablo-limoneux,arachide
6.74,37.68,12.99,66.94,16.48,sablo-argileux,niebe
6.96,30.04,14.02,98.51,16.39,sablo-argileux,niebe
6.39,39.23,29.65,42.81,22.9,sablo-limoneux,arachide
5.57,32.61,20.63,86.4,19.54,sablo-argileux,mil
6.81,50.87,22.21,81.46,26.14,sablo-argileux,sorgho
6.82,48.34,12.49,59.82,15.19,sablo-argileux,niebe
6.96,30.01,25.39,108.07,29.8,sableux,mil
6.45,35.39,19.82,93.89,16.16,sablo-argileux,niebe
5.24,44.85,26.57,90.66,47.76,limoneux,riz
6.45,32.09,33.07,51.03,21.62,sablo-limoneux,arachide
5.52,40.53,43.64,76.0,43.76,argileux,riz
7.14,34.61,15.09,58.11,24.64,sablo-argileux,niebe
6.49,27.49,27.44,107.85,12.61,sablo-argileux,mil
6.23,22.47,24.97,92.89,20.05,sablo-argileux,niebe
6.24,46.81,34.46,97.44,33.65,sablo-argileux,sorgho
6.15,73.17,31.07,85.35,37.3,argileux,riz
5.68,58.32,48.37,70.97,52.41,argileux,riz
6.32,25.57,29.28,85.33,14.07,sableux,mil
6.97,42.79,22.31,68.76,16.2,sablo-argileux,niebe
6.0,64.38,45.86,123.92,51.73,argileux,riz
6.26,40.11,13.33,86.97,24.25,sableux,niebe
6.76,41.36,26.17,69.92,13.39,sablo-argileux,mil
7.01,35.03,17.77,67.25,18.91,sablo-argileux,niebe
6.04,29.33,21.74,83.49,11.67,sableux,arachide
5.71,47.81,10.52,110.2,29.35,sablo-argileux,mil
5.41,46.73,21.41,90.39,52.69,argileux,riz
6.55,49.65,24.88,84.92,17.17,sablo-argileux,niebe
6.32,56.58,20.51,62.86,34.39,limono-argileux,sorgho
7.07,35.6,19.2,94.53,17.72,sablo-argileux,sorgho
6.61,34.69,10.85,93.01,19.42,sablo-argileux,niebe
6.46,48.64,17.07,72.84,14.59,sableux,mil
6.94,35.19,17.02,68.4,22.89,sableux,arachide
5.41,58.83,47.7,111.42,68.4,limoneux,riz
