culture,pH,rainfall_mm,temperature_C
Sorgho (Sorghum),7.21,434.6,29.0
Sésame (Sesame),6.71,521.5,29.5
Gombo (Okra),6.7,799.3,32.5
Riz pluvial (Rainfed Rice),5.68,687.2,26.3
Arachide (Groundnut),5.92,638.5,21.8
Riz pluvial (Rainfed Rice),6.06,600.5,29.3
Sésame (Sesame),6.69,546.1,32.1
Arachide (Groundnut),6.05,899.6,27.5
Sésame (Sesame),6.36,476.1,32.7
Riz pluvial (Rainfed Rice),5.91,650.0,31.1
Mil (Pearl Millet),5.22,869.2,30.9
Gombo (Okra),6.27,886.6,31.9
Niébé (Cowpea),6.29,426.9,26.2
Niébé (Cowpea),6.29,389.5,31.9
Sésame (Sesame),6.3,411.4,35.0
Sésame (Sesame),6.23,542.0,30.1
Sorgho (Sorghum),6.71,623.5,32.7
Sorgho (Sorghum),6.58,461.0,26.8
Sésame (Sesame),6.47,475.6,33.0
Mil (Pearl Millet),5.52,517.5,34.1
Sésame (Sesame),6.83,439.5,27.8
Riz pluvial (Rainfed Rice),6.25,652.0,25.6
Sésame (Sesame),6.78,576.7,25.7
Sorgho (Sorghum),6.28,527.0,30.7
Arachide (Groundnut),6.16,879.4,29.6
Patate douce (Sweet Potato),5.86,1095.6,21.2
Riz pluvial (Rainfed Rice),6.14,692.5,31.8
Sorgho (Sorghum),6.13,516.9,28.4
Maïs (Maize),6.0,857.4,25.5
Manioc (Cassava),5.83,1004.7,32.8
Maïs (Maize),6.48,534.2,27.8
Maïs (Maize),6.14,890.7,20.5
Mil (Pearl Millet),5.55,896.2,30.9
Sésame (Sesame),6.08,555.4,31.3
Maïs (Maize),6.47,828.5,28.3
Gombo (Okra),6.2,703.9,31.0
Sorgho (Sorghum),6.61,606.6,28.9
Sorgho (Sorghum),7.43,614.1,25.5
Maïs (Maize),6.05,803.2,29.8
Manioc (Cassava),6.03,1126.9,32.0
Niébé (Cowpea),5.77,583.3,25.8
Maïs (Maize),6.05,637.5,21.6
Gombo (Okra),6.46,778.7,28.9
Gombo (Okra),6.28,758.3,24.2
Arachide (Groundnut),5.82,857.5,21.1
Riz pluvial (Rainfed Rice),6.27,635.8,24.7
Gombo (Okra),6.05,781.2,23.5
Mil (Pearl Millet),5.83,832.1,36.4
Sésame (Sesame),6.58,643.2,26.9
Patate douce (Sweet Potato),6.0,819.5,25.6
Manioc (Cassava),6.9,1139.2,29.2
Maïs (Maize),6.33,597.6,31.5
Patate douce (Sweet Potato),5.92,762.9,21.7
Sorgho (Sorghum),7.46,572.9,30.4
Niébé (Cowpea),5.96,490.0,31.0
Maïs (Maize),6.19,681.6,32.0
Maïs (Maize),6.0,530.4,24.8
Riz pluvial (Rainfed Rice),6.39,655.2,31.2
Riz pluvial (Rainfed Rice),5.78,605.7,26.9
Sorgho (Sorghum),6.88,527.9,26.8
Patate douce (Sweet Potato),5.92,1084.6,22.6
Patate douce (Sweet Potato),5.84,1082.8,27.2
Sorgho (Sorghum),7.31,623.1,25.8
Maïs (Maize),6.44,548.3,27.8
Sorgho (Sorghum),6.09,466.2,32.0
Arachide (Groundnut),6.03,632.1,25.1
Sésame (Sesame),6.85,699.4,33.5
Maïs (Maize),6.29,591.9,31.8
Maïs (Maize),6.33,831.6,23.7
Manioc (Cassava),5.54,1230.2,34.3
Maïs (Maize),6.12,780.8,28.5
Gombo (Okra),6.44,810.8,21.6
Riz pluvial (Rainfed Rice),5.69,690.8,28.5
Niébé (Cowpea),5.62,496.1,28.7
Patate douce (Sweet Potato),5.81,870.8,23.2
Manioc (Cassava),5.91,1151.0,34.2
Riz pluvial (Rainfed Rice),5.74,656.9,27.7
Maïs (Maize),6.09,867.2,26.5
Niébé (Cowpea),5.63,517.1,28.3
Sésame (Sesame),6.76,686.9,28.7
Sésame (Sesame),6.65,617.6,32.8
Sésame (Sesame),6.96,430.3,30.8
Gombo (Okra),5.8,676.7,33.8
Gombo (Okra),6.65,855.4,26.9
Niébé (Cowpea),6.29,407.3,28.8
Mil (Pearl Millet),5.28,856.4,35.4
Sésame (Sesame),6.51,435.2,30.6
Maïs (Maize),6.23,736.8,20.8
Niébé (Cowpea),5.58,579.5,31.7
Sorgho (Sorghum),6.24,645.8,30.4
Mil (Pearl Millet),5.91,831.2,39.6
Niébé (Cowpea),6.25,569.2,30.8
Riz pluvial (Rainfed Rice),5.7,665.9,25.4
Maïs (Maize),6.42,768.4,30.1
Patate douce (Sweet Potato),5.94,932.2,25.5
Niébé (Cowpea),6.27,443.1,32.5
Sésame (Sesame),6.63,577.4,27.4
Sorgho (Sorghum),6.96,481.6,30.8
Sorgho (Sorghum),6.23,569.8,35.0
Patate douce (Sweet Potato),6.0,799.9,21.1
Riz pluvial (Rainfed Rice),6.41,681.4,26.0
Sorgho (Sorghum),6.94,411.9,26.4
Mil (Pearl Millet),5.74,597.3,30.3
Manioc (Cassava),5.83,1359.7,27.0
Mil (Pearl Millet),5.71,600.5,37.6
Gombo (Okra),6.66,776.8,27.2
Niébé (Cowpea),6.02,381.2,26.2
Maïs (Maize),6.42,684.4,29.2
Riz pluvial (Rainfed Rice),5.89,610.6,31.6
Gombo (Okra),5.91,722.1,23.2
Patate douce (Sweet Potato),6.0,1015.6,22.8
Sésame (Sesame),6.59,607.3,34.5
Sorgho (Sorghum),7.01,431.7,25.0
Mil (Pearl Millet),5.35,787.1,37.2
Maïs (Maize),6.2,762.3,22.2
Arachide (Groundnut),5.9,525.1,28.3
Sésame (Sesame),6.13,437.0,32.0
Manioc (Cassava),6.65,1028.4,25.9
Arachide (Groundnut),6.14,857.9,21.8
Gombo (Okra),5.82,650.5,20.2
Mil (Pearl Millet),5.43,687.4,31.8
Gombo (Okra),5.89,735.6,27.4
Manioc (Cassava),6.59,1049.7,28.0
Sésame (Sesame),6.26,589.4,31.0
Mil (Pearl Millet),5.46,523.5,32.2
Manioc (Cassava),6.74,1465.8,25.6
Patate douce (Sweet Potato),6.02,1045.4,22.0
Niébé (Cowpea),5.81,461.0,29.0
Gombo (Okra),5.81,893.8,22.5
Riz pluvial (Rainfed Rice),5.89,640.9,26.5
Maïs (Maize),6.38,751.2,31.1
Arachide (Groundnut),6.1,636.8,23.1
Gombo (Okra),6.32,805.6,29.3
Riz pluvial (Rainfed Rice),6.43,643.7,29.0
Arachide (Groundnut),6.17,861.0,28.7
Manioc (Cassava),6.33,1307.1,30.4
Maïs (Maize),6.29,808.7,27.4
Niébé (Cowpea),6.14,525.7,31.3
Gombo (Okra),6.09,839.4,29.5
Mil (Pearl Millet),5.65,542.2,35.0
Maïs (Maize),6.3,631.5,22.5
Arachide (Groundnut),6.17,877.2,29.4
Gombo (Okra),6.72,600.8,34.6
Riz pluvial (Rainfed Rice),6.17,602.2,25.4
Maïs (Maize),6.43,888.3,31.1
Mil (Pearl Millet),5.65,857.8,35.8
Sésame (Sesame),6.48,424.3,34.2
Mil (Pearl Millet),5.46,804.8,32.7
Arachide (Groundnut),5.99,552.1,27.8
Niébé (Cowpea),5.88,424.2,27.6
Mil (Pearl Millet),5.3,580.3,30.3
Arachide (Groundnut),5.9,841.8,22.5
Sorgho (Sorghum),6.15,520.9,25.9
Arachide (Groundnut),6.09,730.6,22.2
Riz pluvial (Rainfed Rice),5.8,644.9,27.2
Arachide (Groundnut),5.91,835.4,23.4
Niébé (Cowpea),5.92,470.4,26.3
Niébé (Cowpea),5.78,374.1,29.6
Niébé (Cowpea),6.2,416.7,29.3
Gombo (Okra),6.28,854.8,21.4
Riz pluvial (Rainfed Rice),5.88,694.1,24.5
Riz pluvial (Rainfed Rice),6.21,675.2,30.8
Sésame (Sesame),6.24,442.6,32.9
Arachide (Groundnut),6.19,840.3,23.1
Mil (Pearl Millet),5.98,850.9,34.7
Gombo (Okra),6.08,720.5,22.3
Sorgho (Sorghum),6.65,528.6,29.1
Mil (Pearl Millet),5.45,524.6,30.9
Sésame (Sesame),6.75,457.5,27.5
Maïs (Maize),6.36,879.7,22.9
Arachide (Groundnut),5.85,662.0,21.7
Sorgho (Sorghum),6.53,594.8,32.0
Gombo (Okra),6.45,748.5,20.3
Maïs (Maize),6.3,584.8,26.7
Arachide (Groundnut),6.11,828.9,26.0
Arachide (Groundnut),5.89,834.3,24.6
Arachide (Groundnut),5.9,688.2,24.9
Sésame (Sesame),6.45,652.1,33.3
Sorgho (Sorghum),6.17,611.7,32.1
Mil (Pearl Millet),6.0,553.3,33.4
Sorgho (Sorghum),7.49,467.8,26.9
Mil (Pearl Millet),5.5,672.0,37.6
Gombo (Okra),6.51,651.2,33.7
Manioc (Cassava),5.67,1291.5,25.4
Riz pluvial (Rainfed Rice),6.33,609.8,24.9
Sorgho (Sorghum),6.77,440.4,29.4
Manioc (Cassava),6.63,1197.3,31.2
Sorgho (Sorghum),6.75,423.8,27.5
Mil (Pearl Millet),5.71,772.4,32.1
Sorgho (Sorghum),7.02,607.0,32.8
Sésame (Sesame),6.88,545.2,34.6
Maïs (Maize),6.13,734.8,26.9
Gombo (Okra),5.95,896.4,35.0
Arachide (Groundnut),6.09,518.9,22.3
Niébé (Cowpea),6.08,443.7,28.1
Maïs (Maize),6.09,747.7,26.9
Arachide (Groundnut),6.04,749.8,26.9
Manioc (Cassava),6.5,1279.4,27.4
Patate douce (Sweet Potato),6.09,1067.5,24.4
Niébé (Cowpea),6.31,475.5,30.9
Patate douce (Sweet Potato),6.15,1063.3,28.7
Gombo (Okra),5.89,610.0,33.6
Mil (Pearl Millet),5.22,734.8,37.5
Sésame (Sesame),6.76,658.9,26.6
Mil (Pearl Millet),5.49,810.7,37.2
Patate douce (Sweet Potato),6.17,817.0,23.7
Arachide (Groundnut),5.99,607.3,25.1
Maïs (Maize),6.3,714.6,32.1
Maïs (Maize),6.42,647.1,30.1
Niébé (Cowpea),5.61,599.6,29.9
Patate douce (Sweet Potato),6.08,768.4,26.0
Mil (Pearl Millet),5.52,766.6,35.3
Patate douce (Sweet Potato),5.86,751.4,23.7
Riz pluvial (Rainfed Rice),6.21,649.5,29.9
Arachide (Groundnut),5.83,749.2,29.6
Mil (Pearl Millet),5.53,834.3,31.2
Patate douce (Sweet Potato),6.12,824.2,25.4
Patate douce (Sweet Potato),5.82,793.6,22.2
Mil (Pearl Millet),5.82,526.9,37.1
Niébé (Cowpea),5.58,391.8,31.1
Maïs (Maize),6.02,606.4,25.6
Maïs (Maize),6.04,651.8,30.2
Sésame (Sesame),6.51,590.2,27.0
Sésame (Sesame),6.74,505.2,27.7
Sésame (Sesame),6.16,524.4,32.6
Sorgho (Sorghum),6.06,430.1,28.5
Mil (Pearl Millet),5.47,635.5,32.3
Arachide (Groundnut),5.92,545.9,26.6
Gombo (Okra),5.81,869.3,30.7
Manioc (Cassava),6.0,1391.7,33.4
Riz pluvial (Rainfed Rice),5.57,675.7,31.9
Riz pluvial (Rainfed Rice),5.76,652.7,25.9
Gombo (Okra),6.75,830.0,25.1
Sésame (Sesame),6.57,418.0,26.1
Manioc (Cassava),5.61,1148.0,25.1
Patate douce (Sweet Potato),6.17,929.7,26.0
Riz pluvial (Rainfed Rice),5.98,640.1,26.7
Maïs (Maize),6.39,774.7,20.9
Sésame (Sesame),6.9,692.8,26.7
Arachide (Groundnut),5.98,825.2,25.9
Arachide (Groundnut),5.82,519.6,21.8
Riz pluvial (Rainfed Rice),6.18,600.9,31.8
Gombo (Okra),6.78,623.8,28.3
Gombo (Okra),6.23,888.2,30.1
Mil (Pearl Millet),5.96,799.7,33.5
Riz pluvial (Rainfed Rice),5.82,603.4,24.5
Arachide (Groundnut),6.03,719.2,24.7
Patate douce (Sweet Potato),6.14,897.3,21.8
Sésame (Sesame),6.78,693.7,31.8
Maïs (Maize),6.1,539.6,22.7
Sésame (Sesame),6.27,533.6,28.7
Riz pluvial (Rainfed Rice),5.75,658.5,26.8
Maïs (Maize),6.35,762.2,32.6
Gombo (Okra),5.86,781.5,23.3
Mil (Pearl Millet),5.36,604.5,37.6
Mil (Pearl Millet),5.78,871.2,39.2
Sorgho (Sorghum),6.43,407.0,34.3
Mil (Pearl Millet),5.37,666.9,39.7
Sorgho (Sorghum),6.02,618.3,27.3
Riz pluvial (Rainfed Rice),5.61,613.1,30.2
Sésame (Sesame),6.6,480.8,26.8
Patate douce (Sweet Potato),6.16,828.9,26.1
Gombo (Okra),6.23,666.3,21.9
Manioc (Cassava),6.88,1123.7,30.1
Riz pluvial (Rainfed Rice),5.76,616.1,27.1
Mil (Pearl Millet),5.21,746.7,32.1
Mil (Pearl Millet),5.83,565.6,30.0
Niébé (Cowpea),6.15,421.9,27.0
Mil (Pearl Millet),5.43,585.8,36.4
Mil (Pearl Millet),5.95,633.3,38.9
Sésame (Sesame),6.39,667.5,27.5
Mil (Pearl Millet),5.2,683.8,37.0
Niébé (Cowpea),6.49,570.9,32.9
Riz pluvial (Rainfed Rice),5.89,654.6,24.7
Riz pluvial (Rainfed Rice),5.61,602.7,28.5
Arachide (Groundnut),6.1,653.2,28.0
Arachide (Groundnut),6.08,677.5,28.8
Riz pluvial (Rainfed Rice),6.13,671.8,27.5
Arachide (Groundnut),6.01,695.1,21.6
Riz pluvial (Rainfed Rice),5.86,612.3,26.2
Maïs (Maize),6.07,631.9,22.8
Gombo (Okra),6.75,631.7,26.8
Arachide (Groundnut),5.81,763.5,26.2
Patate douce (Sweet Potato),5.94,842.6,29.6
Patate douce (Sweet Potato),5.85,934.5,28.2
Arachide (Groundnut),6.11,863.0,25.9
Manioc (Cassava),6.68,1232.6,25.4
Patate douce (Sweet Potato),6.03,1007.3,26.2
Niébé (Cowpea),6.04,513.9,28.6
Riz pluvial (Rainfed Rice),5.5,657.6,25.9
Patate douce (Sweet Potato),5.95,1015.6,28.6
Arachide (Groundnut),5.86,640.2,25.3
Gombo (Okra),6.34,807.1,30.9
Sésame (Sesame),6.25,591.5,27.8
Maïs (Maize),6.13,822.3,21.0
Mil (Pearl Millet),5.69,566.9,30.2
Riz pluvial (Rainfed Rice),5.54,683.4,25.3
Gombo (Okra),6.22,776.6,24.7
Patate douce (Sweet Potato),6.01,855.9,27.5
Niébé (Cowpea),5.74,413.6,27.2
Sorgho (Sorghum),6.81,424.3,28.7
Gombo (Okra),5.96,837.8,26.9
Maïs (Maize),6.32,838.4,21.7
Patate douce (Sweet Potato),6.0,957.3,22.9
Sorgho (Sorghum),7.43,485.9,26.6
Manioc (Cassava),6.0,1355.6,30.0
Sésame (Sesame),6.12,554.6,31.3
Arachide (Groundnut),5.94,649.6,24.1
Sorgho (Sorghum),6.17,433.5,31.5
Gombo (Okra),6.62,895.6,27.5
Maïs (Maize),6.07,526.8,24.6
Manioc (Cassava),6.6,1125.9,30.6
Maïs (Maize),6.47,515.7,25.2
Sésame (Sesame),6.92,532.7,26.3
Riz pluvial (Rainfed Rice),5.66,670.8,27.7
Arachide (Groundnut),5.83,820.5,22.9
Manioc (Cassava),6.31,1048.4,32.5
Sorgho (Sorghum),7.17,596.8,30.5
Riz pluvial (Rainfed Rice),6.29,669.2,26.0
Riz pluvial (Rainfed Rice),5.99,634.6,26.2
Arachide (Groundnut),5.94,617.5,25.5
Niébé (Cowpea),5.87,532.5,26.7
Riz pluvial (Rainfed Rice),6.42,622.9,29.4
Sésame (Sesame),6.87,678.2,28.0
Gombo (Okra),6.76,647.2,22.9
Maïs (Maize),6.33,804.8,27.6
Niébé (Cowpea),5.56,541.4,28.7
Patate douce (Sweet Potato),6.19,979.4,26.3
Patate douce (Sweet Potato),6.15,756.8,23.3
Patate douce (Sweet Potato),5.87,952.5,21.1
Patate douce (Sweet Potato),6.01,980.9,28.0
Mil (Pearl Millet),5.79,588.7,31.1
Riz pluvial (Rainfed Rice),5.62,665.3,28.3
Niébé (Cowpea),6.07,359.8,30.0
Maïs (Maize),6.38,782.7,28.9
Arachide (Groundnut),5.87,898.4,29.1
Niébé (Cowpea),6.4,417.2,31.7
Arachide (Groundnut),6.15,627.1,21.1
Manioc (Cassava),6.38,1043.0,31.1
Patate douce (Sweet Potato),6.06,751.2,26.0
Sorgho (Sorghum),7.06,596.1,33.4
Maïs (Maize),6.45,700.4,29.4
Manioc (Cassava),6.25,1455.2,32.9
Maïs (Maize),6.16,867.4,31.9
Niébé (Cowpea),5.66,358.6,26.0
Patate douce (Sweet Potato),6.1,778.1,27.2
Riz pluvial (Rainfed Rice),6.21,614.7,24.6
Mil (Pearl Millet),5.98,672.1,30.5
Patate douce (Sweet Potato),6.13,929.1,23.0
Patate douce (Sweet Potato),6.07,996.8,28.4
Manioc (Cassava),6.26,1242.1,32.7
Maïs (Maize),6.03,623.1,24.7
Sorgho (Sorghum),6.67,603.7,34.2
Mil (Pearl Millet),5.35,820.8,34.4
Mil (Pearl Millet),5.92,890.4,36.9
Maïs (Maize),6.05,828.0,32.8
Sorgho (Sorghum),6.82,648.9,34.0
Patate douce (Sweet Potato),6.14,1090.8,21.3
Patate douce (Sweet Potato),5.97,753.6,26.8
Riz pluvial (Rainfed Rice),6.3,624.4,24.7
Riz pluvial (Rainfed Rice),5.56,634.2,25.1
Sorgho (Sorghum),6.26,605.9,26.3
Mil (Pearl Millet),5.71,560.7,31.7
Maïs (Maize),6.36,689.6,32.4
Mil (Pearl Millet),5.37,595.4,39.0
Sorgho (Sorghum),6.69,523.7,29.2
Sorgho (Sorghum),7.0,617.6,31.4
Sésame (Sesame),6.9,550.8,33.5
Arachide (Groundnut),6.17,667.0,21.7
Maïs (Maize),6.05,810.5,27.2
Riz pluvial (Rainfed Rice),5.95,669.3,24.6
Manioc (Cassava),5.79,1143.3,29.5
Sésame (Sesame),6.11,580.7,33.3
Sorgho (Sorghum),7.3,622.9,28.5
Arachide (Groundnut),5.94,856.9,27.5
Mil (Pearl Millet),5.28,664.9,37.5
Gombo (Okra),6.44,732.8,34.6
Maïs (Maize),6.23,608.6,29.0
Patate douce (Sweet Potato),6.01,899.4,25.4
Arachide (Groundnut),6.09,710.2,22.1
Arachide (Groundnut),6.1,608.4,28.3
Mil (Pearl Millet),5.46,776.7,35.5
Riz pluvial (Rainfed Rice),6.46,640.5,24.3
Arachide (Groundnut),5.98,853.7,26.6
Manioc (Cassava),6.04,1395.0,26.6
Sorgho (Sorghum),6.32,595.5,31.1
Niébé (Cowpea),6.3,581.1,31.0
Arachide (Groundnut),6.16,786.2,21.8
Manioc (Cassava),6.22,1410.3,26.4
Niébé (Cowpea),6.01,463.1,25.2
Sésame (Sesame),6.74,442.3,32.2
Gombo (Okra),5.88,769.6,27.1
Riz pluvial (Rainfed Rice),5.6,661.0,30.4
Patate douce (Sweet Potato),6.15,771.5,23.6
Patate douce (Sweet Potato),6.03,1047.4,27.7
Manioc (Cassava),6.88,1450.7,34.1
Sorgho (Sorghum),6.18,404.1,32.1
Maïs (Maize),6.45,791.1,32.8
Arachide (Groundnut),6.16,691.4,26.7
Arachide (Groundnut),5.92,790.5,23.7
Patate douce (Sweet Potato),6.1,873.3,29.8
Sorgho (Sorghum),7.12,529.9,30.9
Patate douce (Sweet Potato),6.1,942.5,21.1
Patate douce (Sweet Potato),6.09,1008.3,29.4
Patate douce (Sweet Potato),6.01,1008.9,28.1
Riz pluvial (Rainfed Rice),6.4,675.7,27.6
Mil (Pearl Millet),5.77,737.9,36.2
Sésame (Sesame),6.24,687.3,25.7
Arachide (Groundnut),5.81,671.8,29.9
Sorgho (Sorghum),6.5,421.2,25.2
Mil (Pearl Millet),5.56,879.6,32.3
Sorgho (Sorghum),6.48,634.9,32.6
Patate douce (Sweet Potato),5.82,828.6,23.2
Patate douce (Sweet Potato),5.84,813.7,26.4
Manioc (Cassava),6.35,1292.3,31.9
Patate douce (Sweet Potato),6.1,945.3,22.0
Riz pluvial (Rainfed Rice),6.02,675.3,25.4
Sorgho (Sorghum),6.81,613.1,31.1
Arachide (Groundnut),6.03,774.6,24.8
Niébé (Cowpea),6.19,415.8,33.8
Manioc (Cassava),5.91,1022.9,28.9
Arachide (Groundnut),6.18,706.1,23.9
Niébé (Cowpea),5.57,577.1,32.3
Mil (Pearl Millet),5.47,664.5,33.3
Arachide (Groundnut),6.02,550.5,25.9
Mil (Pearl Millet),5.61,574.7,35.9
Gombo (Okra),5.87,603.1,34.2
Riz pluvial (Rainfed Rice),5.99,638.6,30.1
Manioc (Cassava),6.74,1126.4,28.8
Arachide (Groundnut),5.98,744.9,28.9
Maïs (Maize),6.04,762.6,25.3
Sésame (Sesame),6.78,559.8,26.2
Maïs (Maize),6.04,802.1,26.9
Sorgho (Sorghum),6.19,430.9,30.5
Patate douce (Sweet Potato),6.19,816.8,27.3
Arachide (Groundnut),5.89,726.7,23.0
Patate douce (Sweet Potato),6.0,863.8,25.7
Mil (Pearl Millet),5.81,598.9,35.6
Manioc (Cassava),6.07,1163.5,31.8
Arachide (Groundnut),5.87,639.0,23.5
Mil (Pearl Millet),5.57,510.5,31.7
Riz pluvial (Rainfed Rice),5.83,654.1,30.6
Niébé (Cowpea),5.76,475.5,28.7
Niébé (Cowpea),5.84,597.0,34.5
Patate douce (Sweet Potato),6.11,833.6,24.1
Maïs (Maize),6.06,703.4,24.7
Gombo (Okra),6.58,870.7,25.1
Riz pluvial (Rainfed Rice),6.14,628.1,26.0
Arachide (Groundnut),6.0,609.0,21.0
Mil (Pearl Millet),5.74,663.4,37.6
Arachide (Groundnut),6.05,647.4,23.6
Riz pluvial (Rainfed Rice),5.59,685.4,26.8
Manioc (Cassava),5.59,1033.8,26.6
Patate douce (Sweet Potato),6.13,1041.4,25.9
Maïs (Maize),6.36,510.5,29.8
Manioc (Cassava),6.81,1114.8,26.7
Niébé (Cowpea),5.94,456.3,27.6
Patate douce (Sweet Potato),5.9,980.7,25.4
Gombo (Okra),5.85,620.3,21.8
Patate douce (Sweet Potato),5.83,983.1,21.7
Manioc (Cassava),6.02,1049.5,31.6
Arachide (Groundnut),5.97,810.7,22.3
Niébé (Cowpea),5.87,591.2,28.3
Manioc (Cassava),6.51,1176.9,28.8
Maïs (Maize),6.47,669.7,29.6
Manioc (Cassava),6.98,1327.9,32.3
Maïs (Maize),6.43,878.7,24.7
Mil (Pearl Millet),5.63,604.1,30.9
Sésame (Sesame),6.71,640.5,31.2
Niébé (Cowpea),5.5,420.8,30.8
Patate douce (Sweet Potato),6.2,807.4,26.1
Patate douce (Sweet Potato),5.98,942.3,22.5
Patate douce (Sweet Potato),5.85,1069.2,25.4
Mil (Pearl Millet),5.24,702.8,31.5
Sorgho (Sorghum),7.01,467.4,32.0
Sésame (Sesame),6.72,682.5,30.6
Niébé (Cowpea),5.67,360.6,34.7
Sésame (Sesame),6.81,457.7,33.5
Sorgho (Sorghum),6.75,646.2,29.7
Gombo (Okra),6.71,721.7,25.7
Niébé (Cowpea),5.76,437.3,26.2
Manioc (Cassava),6.91,1248.3,29.5
Patate douce (Sweet Potato),5.83,789.1,26.0
Riz pluvial (Rainfed Rice),6.31,626.8,27.0
Mil (Pearl Millet),5.33,678.9,33.9
Mil (Pearl Millet),6.0,542.9,30.7
Riz pluvial (Rainfed Rice),5.75,682.7,31.2
Sésame (Sesame),6.15,462.9,32.9
Sésame (Sesame),6.1,558.9,27.6
Sorgho (Sorghum),7.06,430.3,30.1
Patate douce (Sweet Potato),5.81,805.7,26.7
Maïs (Maize),6.42,611.1,30.0
Gombo (Okra),6.42,791.3,27.1
Sorgho (Sorghum),6.16,542.0,31.2
Patate douce (Sweet Potato),6.07,1097.9,25.2
Sorgho (Sorghum),7.35,616.7,30.6
Arachide (Groundnut),5.91,792.6,26.3
Arachide (Groundnut),5.84,518.0,24.7
Maïs (Maize),6.23,607.0,27.6
Riz pluvial (Rainfed Rice),6.02,615.0,27.2
Mil (Pearl Millet),5.29,699.1,33.5
Sorgho (Sorghum),7.39,600.8,28.2
Arachide (Groundnut),6.04,562.7,28.3
Manioc (Cassava),7.0,1436.9,26.0
Maïs (Maize),6.4,657.7,25.9
Manioc (Cassava),5.66,1489.6,32.0
Gombo (Okra),6.48,824.3,27.6
Riz pluvial (Rainfed Rice),6.46,643.1,26.4
Manioc (Cassava),6.62,1279.9,31.4
Arachide (Groundnut),5.81,526.9,28.1
Niébé (Cowpea),6.17,495.4,33.5
Maïs (Maize),6.03,708.4,29.3
Manioc (Cassava),6.21,1289.7,28.2
Riz pluvial (Rainfed Rice),6.34,665.8,30.8
Niébé (Cowpea),5.66,388.0,25.9
Gombo (Okra),6.54,721.3,28.0
Manioc (Cassava),5.8,1298.8,34.2
Manioc (Cassava),5.93,1087.1,34.6
Niébé (Cowpea),6.14,455.6,26.2
Maïs (Maize),6.28,840.9,20.3
Gombo (Okra),6.64,819.5,21.1
Riz pluvial (Rainfed Rice),5.74,601.7,25.0
Gombo (Okra),6.06,743.9,34.6
Niébé (Cowpea),5.89,387.8,28.1
Sorgho (Sorghum),6.82,624.9,33.2
Niébé (Cowpea),5.65,543.3,34.9
Maïs (Maize),6.19,745.5,22.8
Sésame (Sesame),6.24,417.1,28.6
Sésame (Sesame),6.61,550.6,34.5
Niébé (Cowpea),6.2,504.3,30.4
Mil (Pearl Millet),5.51,862.4,37.1
Manioc (Cassava),6.57,1104.4,28.1
Mil (Pearl Millet),5.9,807.3,31.8
Patate douce (Sweet Potato),5.81,795.2,22.9
Sésame (Sesame),6.12,475.2,31.3
Arachide (Groundnut),6.13,697.4,28.2
Riz pluvial (Rainfed Rice),6.4,612.4,26.7
Sésame (Sesame),6.87,469.8,30.4
Mil (Pearl Millet),5.56,865.2,31.7
Niébé (Cowpea),5.73,416.7,33.8
Gombo (Okra),6.17,848.7,34.6
Sésame (Sesame),6.25,486.7,26.9
Manioc (Cassava),5.82,1225.7,31.5
Sorgho (Sorghum),6.49,561.2,32.4
Riz pluvial (Rainfed Rice),6.04,636.1,25.7
Sésame (Sesame),6.62,636.2,26.6
Sorgho (Sorghum),7.45,583.6,26.0
Niébé (Cowpea),5.52,403.6,28.7
Niébé (Cowpea),5.88,595.2,33.8
Patate douce (Sweet Potato),6.09,1007.1,22.9
Mil (Pearl Millet),5.91,653.1,35.7
Gombo (Okra),6.66,702.9,21.2
Manioc (Cassava),6.47,1169.4,33.2
Patate douce (Sweet Potato),6.14,981.4,24.5
Manioc (Cassava),5.86,1435.5,29.1
Arachide (Groundnut),6.12,503.8,24.3
Maïs (Maize),6.21,502.3,21.6
Manioc (Cassava),5.91,1184.0,34.7
Riz pluvial (Rainfed Rice),6.15,619.0,29.5
Sésame (Sesame),6.14,668.6,32.9
Sorgho (Sorghum),6.44,479.3,31.4
Mil (Pearl Millet),5.21,565.0,38.7
Riz pluvial (Rainfed Rice),5.89,612.4,32.0
Manioc (Cassava),5.73,1051.4,25.3
Niébé (Cowpea),6.05,600.0,33.6
Manioc (Cassava),6.71,1336.9,33.7
Gombo (Okra),6.71,861.8,31.2
Mil (Pearl Millet),5.3,640.3,32.8
Riz pluvial (Rainfed Rice),6.11,636.7,26.1
Mil (Pearl Millet),5.48,809.0,39.5
Sorgho (Sorghum),7.3,433.3,31.7
Sorgho (Sorghum),7.09,617.0,26.9
Manioc (Cassava),6.94,1443.4,28.2
Niébé (Cowpea),6.02,525.6,31.8
Sésame (Sesame),6.75,487.8,28.4
Mil (Pearl Millet),5.3,756.2,36.9
Manioc (Cassava),6.89,1431.5,25.5
Arachide (Groundnut),6.04,642.4,22.5
Mil (Pearl Millet),5.86,826.2,35.7
Niébé (Cowpea),5.65,432.4,28.6
Sorgho (Sorghum),6.21,468.4,33.7
Arachide (Groundnut),5.81,829.2,21.3
Sésame (Sesame),6.88,575.1,33.1
Sésame (Sesame),6.44,445.5,32.5
Sésame (Sesame),6.8,575.1,28.7
Gombo (Okra),6.71,603.4,33.3
Sésame (Sesame),6.39,674.1,28.3
Maïs (Maize),6.04,676.5,30.1
Patate douce (Sweet Potato),6.02,903.0,28.1
